Protein,log2FC,t_p,w_p,n_pairs,t_fdr,w_fdr,changed,strict,direction
SLA2,0.421488888888889,0.06637211663656042,0.07421875,9,0.2357531144084925,0.26357976874244254,False,False,up
ACYP1,0.43018999999999996,0.06659494379143202,0.083984375,10,0.2357531144084925,0.2725548169889503,False,False,up
ENPP7,0.11103,0.06663263727882529,0.10546875,10,0.2357531144084925,0.3125748927850656,False,False,up
SCARB1,-0.23450000000000001,0.0667146894718229,0.0390625,9,0.2357531144084925,0.17542287844036697,False,False,down
CASP2,0.5120750000000001,0.06673200912155673,0.1484375,8,0.2357531144084925,0.38855698529411764,False,False,up
MOCS2,0.44300999999999996,0.06680749157923299,0.083984375,10,0.2357531144084925,0.2725548169889503,False,False,up
GP5,0.37217,0.06684845751831119,0.083984375,10,0.2357531144084925,0.2725548169889503,False,False,up
PKN3,0.6601555555555555,0.06697765778496956,0.0546875,9,0.2357531144084925,0.2124565972222222,False,False,up
WAS,0.9769000000000001,0.06702379706568402,0.0546875,9,0.2357531144084925,0.2124565972222222,False,False,up
SOD3,0.1470555555555556,0.06702548536979613,0.07421875,9,0.2357531144084925,0.26357976874244254,False,False,up
TAB2,0.6295333333333334,0.06781158478438878,0.09765625,9,0.23797487947778437,0.30577442030916846,False,False,up
FST,0.38737999999999995,0.06781919445791812,0.013671875,10,0.23797487947778437,0.11810087316176471,False,False,up
RIDA,0.13011999999999996,0.06793091943131098,0.10546875,10,0.2380824706083059,0.3125748927850656,False,False,up
NPM1,0.5451777777777778,0.06810088537876155,0.1640625,9,0.23839368338191022,0.39822443181818185,False,False,up
IL1RL2,0.21528888888888886,0.06830465349450407,0.0546875,9,0.2387497624972411,0.2124565972222222,False,False,up
BMP6,0.2687,0.06841722222385214,0.09765625,9,0.2387497624972411,0.30577442030916846,False,False,up
ACTA2,0.16805555555555554,0.06854505316430831,0.0390625,9,0.2387497624972411,0.17542287844036697,False,False,up
IL6__Cardiometabolic,0.4914333333333334,0.06861752697413859,0.09765625,9,0.2387497624972411,0.30577442030916846,False,False,up
UFD1,0.8457600000000001,0.0686642763707391,0.10546875,10,0.2387497624972411,0.3125748927850656,False,False,up
ANKRD54,0.39297499999999996,0.06869034705828013,0.0546875,8,0.2387497624972411,0.2124565972222222,False,False,up
C1QA,0.10359,0.06883462832975644,0.064453125,10,0.23896844374053744,0.23781259814698494,False,False,up
LAIR2,0.2542222222222221,0.06931730403236712,0.0546875,9,0.24036000229405222,0.2124565972222222,False,False,up
EPPK1,0.28188,0.06955508046413246,0.10546875,10,0.24083568093894211,0.3125748927850656,False,False,up
BAG4,0.24078,0.06961848590982699,0.130859375,10,0.24083568093894211,0.347813560520362,False,False,up
JMJD1C,-0.4693777777777778,0.06984693199746068,0.09765625,9,0.24118740881353323,0.30577442030916846,False,False,down
CHRDL1,0.17945,0.06988440071512318,0.083984375,10,0.24118740881353323,0.2725548169889503,False,False,up
PPP2R5A,0.89456,0.07030115551611532,0.048828125,10,0.2423409551066088,0.2063427383093525,False,False,up
ECI2,0.42795,0.07057329061255128,0.109375,8,0.24299385056162148,0.318369053518335,False,False,up
GCG,-0.9894750000000001,0.07094943342137404,0.1484375,8,0.24382907336929457,0.38855698529411764,False,False,down
ERN1,0.21481,0.07098190593488146,0.083984375,10,0.24382907336929457,0.2725548169889503,False,False,up
CPA4,-0.12635000000000002,0.07133631123298889,0.193359375,10,0.24443753994405046,0.4478007903981265,False,False,down
INSL4,-0.20401999999999995,0.0713471223168132,0.064453125,10,0.24443753994405046,0.23781259814698494,False,False,down
LBP,0.20811000000000002,0.07140871953421699,0.083984375,10,0.24443753994405046,0.2725548169889503,False,False,up
KCNH2,-0.4232499999999999,0.07160138380542143,0.0390625,8,0.24481171622412426,0.17542287844036697,False,False,down
MUCL3,0.25869999999999993,0.07187962972840707,0.09765625,9,0.2454772936189902,0.30577442030916846,False,False,up
LPL,0.2562,0.07224815341339887,0.203125,9,0.2463152289415319,0.4526389415781487,False,False,up
CCS,0.4704222222222223,0.07229272296479418,0.07421875,9,0.2463152289415319,0.26357976874244254,False,False,up
ST13,0.5619099999999999,0.07244126579100618,0.130859375,10,0.24653533908248568,0.347813560520362,False,False,up
ASGR1,0.17094444444444445,0.07292834201732079,0.12890625,9,0.24790571817693421,0.347813560520362,False,False,up
OGFR,0.20702222222222222,0.07309140627907064,0.12890625,9,0.24817278640650922,0.347813560520362,False,False,up
THTPA,0.42628000000000005,0.07328765838382409,0.083984375,10,0.2485517929252787,0.2725548169889503,False,False,up
AHSG,0.13470000000000001,0.0736990700711857,0.0546875,9,0.24956707125541502,0.2124565972222222,False,False,up
COL15A1,0.15750000000000003,0.07375696896482814,0.10546875,10,0.24956707125541502,0.3125748927850656,False,False,up
POMC,0.48868,0.07520834181816805,0.10546875,10,0.25418515525887175,0.3125748927850656,False,False,up
AFM,-0.09814,0.07610003106267159,0.083984375,10,0.25690320831157065,0.2725548169889503,False,False,down
GH2,0.5721625,0.07620720494164901,0.078125,8,0.2569696451361919,0.2721863879003559,False,False,up
PLIN3,0.3250555555555556,0.07699430195832305,0.07421875,9,0.258941348160853,0.26357976874244254,False,False,up
USO1,0.8412666666666667,0.07708911868801516,0.09765625,9,0.258941348160853,0.30577442030916846,False,False,up
C2,0.12944,0.0770979962567221,0.083984375,10,0.258941348160853,0.2725548169889503,False,False,up
PFKFB2,0.5655444444444444,0.07714459640474852,0.09765625,9,0.258941348160853,0.30577442030916846,False,False,up
MMUT,0.7725,0.07745205734190129,0.109375,8,0.259074387434137,0.318369053518335,False,False,up
SH2D1A,0.23023749999999998,0.07746510930328772,0.0546875,8,0.259074387434137,0.2124565972222222,False,False,up
TP53I3,0.24369000000000002,0.07747668460225861,0.16015625,10,0.259074387434137,0.39822443181818185,False,False,up
EIF1AX,-0.27164,0.07753707407375092,0.10546875,10,0.259074387434137,0.3125748927850656,False,False,down
GAPDH,0.43254000000000004,0.07773709515405582,0.130859375,10,0.2594475550766613,0.347813560520362,False,False,up
CSF3R,0.21461999999999998,0.07788345501921057,0.083984375,10,0.2596409845532593,0.2725548169889503,False,False,up
ACY1,0.10041111111111109,0.07820979907082373,0.09765625,9,0.2604333105113484,0.30577442030916846,False,False,up
CXCL11,0.23357,0.07847234304084345,0.083984375,10,0.26087490223547805,0.2725548169889503,False,False,up
XCL1,0.17338,0.07852005909981702,0.10546875,10,0.26087490223547805,0.3125748927850656,False,False,up
KIF22,0.8322125,0.07882155186884385,0.0390625,8,0.26158067552406145,0.17542287844036697,False,False,up
EGFLAM,0.15111000000000002,0.07961909438967003,0.083984375,10,0.2639292101833644,0.2725548169889503,False,False,up
MZB1,0.23366000000000006,0.0799035478033647,0.02734375,10,0.26449448251044794,0.14470016891891893,False,False,up
IL12RB2,0.46082,0.07996973117782696,0.10546875,10,0.26449448251044794,0.3125748927850656,False,False,up
OMD,0.08330000000000001,0.08013313084524892,0.064453125,10,0.26473678885545116,0.23781259814698494,False,False,up
SSC5D,0.13681000000000001,0.08033837749752626,0.10546875,10,0.26511664574183663,0.3125748927850656,False,False,up
LRP2BP,-0.3829,0.08069522041454551,0.0390625,8,0.2659953561812797,0.17542287844036697,False,False,down
CTAG1A_CTAG1B,-0.27667777777777774,0.0809515860804388,0.0546875,9,0.2665412649307722,0.2124565972222222,False,False,down
IL4,-1.4696555555555557,0.08196124974900668,0.09765625,9,0.2695634832170578,0.30577442030916846,False,False,down
MET,0.07542000000000001,0.08224459415221713,0.10546875,10,0.2701928109900019,0.3125748927850656,False,False,up
LACTB2,0.5061333333333333,0.08247319508228253,0.07421875,9,0.2706410882197361,0.26357976874244254,False,False,up
AHCY,0.3120222222222222,0.08276693751664066,0.07421875,9,0.27109294068280454,0.26357976874244254,False,False,up
KLK12,0.406525,0.08279549465184735,0.109375,8,0.27109294068280454,0.318369053518335,False,False,up
SLC39A5,0.4418875,0.08319896670344132,0.078125,8,0.27211065167929527,0.2721863879003559,False,False,up
LTB,0.25102,0.08346702142244078,0.083984375,10,0.27254501482618326,0.2725548169889503,False,False,up
DNPH1,0.38090999999999997,0.08352273327932754,0.048828125,10,0.27254501482618326,0.2063427383093525,False,False,up
WFDC2,0.15341111111111105,0.08361016627796769,0.07421875,9,0.27254501482618326,0.26357976874244254,False,False,up
REEP4,0.39308888888888893,0.08419600634181758,0.12890625,9,0.2741504108934792,0.347813560520362,False,False,up
CTRL,-0.18136000000000002,0.08508847056161864,0.048828125,10,0.2766389360120576,0.2063427383093525,False,False,down
EIF4E,0.72125,0.08516684194623678,0.083984375,10,0.2766389360120576,0.2725548169889503,False,False,up
AP2B1,0.365575,0.08524284545145118,0.1484375,8,0.2766389360120576,0.38855698529411764,False,False,up
ERBB3,0.08930000000000002,0.08548288769489905,0.064453125,10,0.2768477389440243,0.23781259814698494,False,False,up
ADAMTS16,0.2220111111111111,0.08556962171551735,0.12890625,9,0.2768477389440243,0.347813560520362,False,False,up
ITIH3,0.18704,0.08558997172665103,0.10546875,10,0.2768477389440243,0.3125748927850656,False,False,up
MST1,0.15041111111111113,0.08571837507493632,0.09765625,9,0.2769580501596127,0.30577442030916846,False,False,up
MVK,0.46499999999999997,0.0858985149623135,0.09765625,9,0.2770865992136181,0.30577442030916846,False,False,up
MMP15,-0.15528000000000003,0.08594684776425131,0.10546875,10,0.2770865992136181,0.3125748927850656,False,False,down
RAD51,-0.2556,0.08637192675338545,0.07421875,9,0.27815169832751435,0.26357976874244254,False,False,down
CRISP3,0.11363333333333332,0.08666843039105095,0.12890625,9,0.2783259303854237,0.347813560520362,False,False,up
SMC3,0.5900666666666666,0.08668416792804806,0.09765625,9,0.2783259303854237,0.30577442030916846,False,False,up
KLRD1,0.08940000000000002,0.08689310870466949,0.10546875,10,0.2783259303854237,0.3125748927850656,False,False,up
PDAP1,0.43348,0.08691068345748201,0.16015625,10,0.2783259303854237,0.39822443181818185,False,False,up
FCRL3,0.4153,0.08696087939846638,0.09765625,9,0.2783259303854237,0.30577442030916846,False,False,up
MED21,0.3336,0.08701373556730785,0.078125,8,0.2783259303854237,0.2721863879003559,False,False,up
BECN1,0.40487,0.0870893871379654,0.083984375,10,0.2783259303854237,0.2725548169889503,False,False,up
PRKAB1,0.31064444444444445,0.08723730272954955,0.203125,9,0.27849560664857287,0.4526389415781487,False,False,up
LILRB4,0.32754444444444447,0.08763472508269321,0.1640625,9,0.2793417233923953,0.39822443181818185,False,False,up
IL1RAP,0.08779000000000003,0.08769256689403762,0.10546875,10,0.2793417233923953,0.3125748927850656,False,False,up
KLK3,0.14456000000000002,0.08822632065488628,0.083984375,10,0.28039781949915166,0.2725548169889503,False,False,up
NFATC3,0.2974222222222222,0.08833229172002179,0.0390625,9,0.28039781949915166,0.17542287844036697,False,False,up
SPRED2,0.39698999999999995,0.08838701220108403,0.083984375,10,0.28039781949915166,0.2725548169889503,False,False,up
CXCL5,0.6356777777777778,0.08840598599122043,0.12890625,9,0.28039781949915166,0.347813560520362,False,False,up
GNPDA2,0.19144,0.08850654539492624,0.130859375,10,0.28041394155868216,0.347813560520362,False,False,up
ANGPTL7,-0.18868000000000001,0.08904357255457859,0.048828125,10,0.2818113928801695,0.2063427383093525,False,False,down
CTSF,-0.2119,0.08915598475489844,0.12890625,9,0.28186343081284904,0.347813560520362,False,False,down
B3GNT7,0.16753000000000004,0.08961010563007277,0.130859375,10,0.28299449487690725,0.347813560520362,False,False,up
IL1B,0.39997777777777777,0.08987914153330608,0.09765625,9,0.2834752509544918,0.30577442030916846,False,False,up
HGFAC,0.11227777777777777,0.09000980106389629,0.09765625,9,0.2834752509544918,0.30577442030916846,False,False,up
PTN,0.6320333333333333,0.09005189279555356,0.09765625,9,0.2834752509544918,0.30577442030916846,False,False,up
IL15,0.19858749999999997,0.09019825563943583,0.109375,8,0.2836319880225086,0.318369053518335,False,False,up
PGD,0.40756999999999993,0.09117961225775958,0.064453125,10,0.2858824017007472,0.23781259814698494,False,False,up
B4GALT1,0.09884000000000001,0.09120036762144973,0.130859375,10,0.2858824017007472,0.347813560520362,False,False,up
SF3B4,0.5632555555555556,0.09120592795151519,0.07421875,9,0.2858824017007472,0.26357976874244254,False,False,up
CASC3,0.4262375,0.09136319623764921,0.109375,8,0.28607005047971823,0.318369053518335,False,False,up
LDLRAP1,0.8406333333333333,0.09208918010957698,0.09765625,9,0.28780736167448295,0.30577442030916846,False,False,up
RANBP1,0.52796,0.09211403472046782,0.130859375,10,0.28780736167448295,0.347813560520362,False,False,up
PAXX,0.20595,0.09326974040610808,0.10546875,10,0.29110863716550417,0.3125748927850656,False,False,up
CD2AP,0.5629888888888888,0.09355532884426244,0.12890625,9,0.29169002209723865,0.347813560520362,False,False,up
MYCBP2,0.39441111111111105,0.09378180632739051,0.12890625,9,0.29190368301058395,0.347813560520362,False,False,up
CPM,0.10412999999999999,0.0938226342396974,0.064453125,10,0.29190368301058395,0.23781259814698494,False,False,up
EGF,0.7092599999999998,0.0943442481327279,0.16015625,10,0.2932159330855258,0.39822443181818185,False,False,up
BNIP3L,0.34352,0.09483345646300478,0.10546875,10,0.29414589960222454,0.3125748927850656,False,False,up
TIMP3,0.8872699999999998,0.09484377491430257,0.083984375,10,0.29414589960222454,0.2725548169889503,False,False,up
OTUD7B,0.40208888888888883,0.09495012684485202,0.12890625,9,0.29416510816807,0.347813560520362,False,False,up
CD300C,0.09262,0.0951134045698887,0.10546875,10,0.29436045228847535,0.3125748927850656,False,False,up
ADGRD1,-0.09570000000000001,0.09537234700162495,0.232421875,10,0.2945626204247157,0.4942961961440985,False,False,down
SELE,0.054869999999999974,0.09537931631729814,0.083984375,10,0.2945626204247157,0.2725548169889503,False,False,up
GSTA1,0.21715555555555555,0.09620433170804989,0.09765625,9,0.29669087820045337,0.30577442030916846,False,False,up
ELAVL4,0.4668111111111112,0.09630665545033493,0.09765625,9,0.29669087820045337,0.30577442030916846,False,False,up
TPR,0.43556249999999996,0.09637150078421264,0.1484375,8,0.29669087820045337,0.38855698529411764,False,False,up
COX6B1,0.27493,0.096706168884074,0.130859375,10,0.2974094429450527,0.347813560520362,False,False,up
SLIT2,0.4851333333333334,0.09706070576579875,0.07421875,9,0.29818754480559717,0.26357976874244254,False,False,up
AKT2,0.46036666666666665,0.09778556892003049,0.0546875,9,0.30010053909940393,0.2124565972222222,False,False,up
BID,0.800025,0.09809377970568191,0.109375,8,0.30073218266762813,0.318369053518335,False,False,up
SWAP70,-0.23194999999999996,0.09828767835365035,0.130859375,10,0.3010124205679573,0.347813560520362,False,False,down
GRN,0.10543,0.09851211379819799,0.16015625,10,0.30138549815136195,0.39822443181818185,False,False,up
TIMP2,-0.20291999999999993,0.09903572272690901,0.130859375,10,0.302672130748108,0.347813560520362,False,False,down
QDPR,0.3012333333333333,0.09918718071544633,0.1640625,9,0.3028199061967421,0.39822443181818185,False,False,up
DHRS4L2,0.15408,0.09958809843070039,0.130859375,10,0.3037281880487716,0.347813560520362,False,False,up
TERF1,-0.22816999999999998,0.09975640377883034,0.083984375,10,0.30392588993612524,0.2725548169889503,False,False,down
TNFSF9,-0.29335999999999995,0.0999160904387337,0.232421875,10,0.30409695090006306,0.4942961961440985,False,False,down
ATP6V1G1,0.43095,0.10043243844985,0.130859375,10,0.30535204112547565,0.347813560520362,False,False,up
INSL5,-0.29335,0.10101278219726821,0.16015625,10,0.306798905184464,0.39822443181818185,False,False,down
HBQ1,-0.24460999999999994,0.10131758989540982,0.064453125,10,0.30738516559504914,0.23781259814698494,False,False,down
BRME1,-0.25060000000000004,0.10141868681701659,0.09765625,9,0.30738516559504914,0.30577442030916846,False,False,down
EPHA1,0.13030999999999998,0.10151978570895392,0.193359375,10,0.30738516559504914,0.4478007903981265,False,False,up
ACP6,0.14807,0.1016947958376546,0.10546875,10,0.30759795610215407,0.3125748927850656,False,False,up
GBA,0.81955,0.10189150676388445,0.1953125,8,0.3078758800056879,0.4478007903981265,False,False,up
AMIGO1,-0.3233125,0.10219516087017354,0.109375,8,0.30847604057111994,0.318369053518335,False,False,down
RBPMS,0.70712,0.10235567025265674,0.130859375,10,0.30864333011504397,0.347813560520362,False,False,up
APLP1,-0.3186222222222223,0.1024844308415091,0.203125,9,0.3087146393656536,0.4526389415781487,False,False,down
KLK7,0.17920000000000003,0.10284154078024099,0.10546875,10,0.3094729562208687,0.3125748927850656,False,False,up
ITGA2,-0.11176999999999997,0.10416031210272367,0.16015625,10,0.31312061069160635,0.39822443181818185,False,False,down
BACH1,0.500725,0.10434391649589847,0.109375,8,0.3133518228511798,0.318369053518335,False,False,up
TNR,0.18647777777777777,0.10473665242742171,0.12890625,9,0.31420995728226514,0.347813560520362,False,False,up
AFAP1,0.5488299999999999,0.10494403320360216,0.10546875,10,0.31433722593013114,0.3125748927850656,False,False,up
CHRDL2,-0.06250000000000001,0.10499312857931857,0.1640625,9,0.31433722593013114,0.39822443181818185,False,False,down
OTUD6B,0.5599700000000001,0.10535300444662735,0.10546875,10,0.31509345627265223,0.3125748927850656,False,False,up
CLINT1,-0.27191111111111116,0.10557869933360871,0.12890625,9,0.31518547600524704,0.347813560520362,False,False,down
KIRREL2,0.2181666666666667,0.1055984025839847,0.09765625,9,0.31518547600524704,0.30577442030916846,False,False,up
DDX58,0.20742500000000003,0.10581060940631314,0.078125,8,0.3154982333262352,0.2721863879003559,False,False,up
CLNS1A,-0.3188875,0.1060938557481012,0.1484375,8,0.31602196179733594,0.38855698529411764,False,False,down
PPM1F,0.31532000000000004,0.106727270312571,0.193359375,10,0.3175866189544286,0.4478007903981265,False,False,up
STX1B,-0.308875,0.10697477727468722,0.1484375,8,0.3178719352128989,0.38855698529411764,False,False,down
IL22RA1,0.20240000000000002,0.10703961318541268,0.12890625,9,0.3178719352128989,0.347813560520362,False,False,up
SMAD1,0.4339624999999999,0.10726084821258262,0.1484375,8,0.31810621368982506,0.38855698529411764,False,False,up
DBH,0.10294444444444444,0.10733512351604244,0.12890625,9,0.31810621368982506,0.347813560520362,False,False,up
ITGBL1,0.26356,0.10751424848250754,0.130859375,10,0.31831587479145634,0.347813560520362,False,False,up
EFHD1,-0.20255555555555552,0.10771645487658141,0.12890625,9,0.3185933816440278,0.347813560520362,False,False,down
HSPA2,-0.22052999999999998,0.1080153154673167,0.130859375,10,0.31915027886915753,0.347813560520362,False,False,down
KIR3DL1,0.25415,0.10812207268464818,0.1953125,8,0.31915027886915753,0.4478007903981265,False,False,up
ADM,0.07461999999999998,0.10826139383866255,0.275390625,10,0.31919535919406716,0.5406565946691176,False,False,up
THY1,-0.09315999999999998,0.10838507477453241,0.130859375,10,0.31919535919406716,0.347813560520362,False,False,down
IGFBP4,0.16844,0.10846338729168506,0.16015625,10,0.31919535919406716,0.39822443181818185,False,False,up
CNTN4,0.12576,0.10857900602225656,0.083984375,10,0.31921575644381134,0.2725548169889503,False,False,up
RBP2,0.3756777777777778,0.10924818114654308,0.1640625,9,0.320861908027397,0.39822443181818185,False,False,up
CDK1,-0.42961111111111117,0.10968788086189867,0.12890625,9,0.3218314746167796,0.347813560520362,False,False,down
CD46,0.12571000000000002,0.11012645094628959,0.130859375,10,0.3227957948395734,0.347813560520362,False,False,up
SORD,0.23290999999999987,0.11049731316224186,0.083984375,10,0.32349692867816665,0.2725548169889503,False,False,up
ID4,-0.29232222222222215,0.11058594361351015,0.203125,9,0.32349692867816665,0.4526389415781487,False,False,down
COL6A3,0.11709,0.11076151716235963,0.064453125,10,0.3235851718005079,0.23781259814698494,False,False,up
KLHL41,-0.1575666666666667,0.1108364599357545,0.09765625,9,0.3235851718005079,0.30577442030916846,False,False,down
ITGA6,-0.31145,0.11107849393427947,0.25,8,0.3236941393874199,0.5088357588357588,False,False,down
TLR1,0.17549,0.11109420922796025,0.130859375,10,0.3236941393874199,0.347813560520362,False,False,up
TXN,0.22917777777777776,0.11124094093009464,0.0546875,9,0.3237243386555689,0.2124565972222222,False,False,up
CDAN1,0.16509999999999997,0.11132501942190146,0.193359375,10,0.3237243386555689,0.4478007903981265,False,False,up
LRRC37A2,-0.17127999999999996,0.11187072500660807,0.10546875,10,0.3249894355533213,0.3125748927850656,False,False,down
LSM1,0.39537500000000003,0.11221703846018442,0.109375,8,0.3256733616181439,0.318369053518335,False,False,up
SPINK2,0.05442,0.11255087712034313,0.193359375,10,0.32618341291433994,0.4478007903981265,False,False,up
CTSB,0.11655,0.11261490660372513,0.130859375,10,0.32618341291433994,0.347813560520362,False,False,up
KAZALD1,0.1741222222222222,0.1131802184031313,0.1640625,9,0.32749783394088344,0.39822443181818185,False,False,up
COL28A1,0.295625,0.11407923876346689,0.1484375,8,0.32977433489006125,0.38855698529411764,False,False,up
IGDCC3,-0.45676666666666654,0.11431080311735861,0.1640625,9,0.3301188090026374,0.39822443181818185,False,False,down
AMY2A,0.08451,0.11538080800046002,0.083984375,10,0.33288156492863563,0.2725548169889503,False,False,up
BST1,0.06730999999999998,0.11584244186052092,0.083984375,10,0.3335601381271526,0.2725548169889503,False,False,up
LYSMD3,0.30568750000000006,0.11584315318001212,0.078125,8,0.3335601381271526,0.2721863879003559,False,False,up
CTF1,0.6388111111111112,0.11606421737901411,0.12890625,9,0.3338693500902688,0.347813560520362,False,False,up
PRCP,0.08457999999999999,0.11627162997385947,0.10546875,10,0.33413872527712846,0.3125748927850656,False,False,up
INSL3,0.12330999999999989,0.11655441606176796,0.130859375,10,0.33462396869346284,0.347813560520362,False,False,up
INPP1,0.3894777777777778,0.11735985412501349,0.12890625,9,0.33647638955193776,0.347813560520362,False,False,up
GPD1,0.32337,0.11742877061312093,0.083984375,10,0.33647638955193776,0.2725548169889503,False,False,up
LATS1,0.65875,0.11775266448094099,0.10546875,10,0.3368555998731959,0.3125748927850656,False,False,up
CEP112,-0.2588125,0.117790500874965,0.1484375,8,0.3368555998731959,0.38855698529411764,False,False,down
ADA2,0.12964,0.11816109813076334,0.10546875,10,0.33758671713040067,0.3125748927850656,False,False,up
GTF2IRD1,-0.16872222222222227,0.11860915039068651,0.359375,9,0.33853748755825686,0.6354511589403974,False,False,down
IL36G,-0.48323,0.11881426237280852,0.130859375,10,0.338793678241688,0.347813560520362,False,False,down
MSMB,-0.26353000000000004,0.11894526355618608,0.16015625,10,0.33883825321485794,0.39822443181818185,False,False,down
C1QBP,0.1059888888888889,0.1193516201240011,0.1640625,9,0.339265170464085,0.39822443181818185,False,False,up
HK2,0.4292666666666667,0.11939546830271838,0.09765625,9,0.339265170464085,0.30577442030916846,False,False,up
CDC123,-0.5519333333333333,0.11946054718939557,0.1640625,9,0.339265170464085,0.39822443181818185,False,False,down
C2orf69,0.4534125,0.1195571846885693,0.109375,8,0.339265170464085,0.318369053518335,False,False,up
SCGB1A1,0.14755,0.12037002186598143,0.193359375,10,0.34124204075326975,0.4478007903981265,False,False,up
PKD1,-0.11154000000000001,0.12078432235977962,0.16015625,10,0.3419605183188654,0.39822443181818185,False,False,down
GRIK2,-0.1974,0.12090272182303517,0.12890625,9,0.3419605183188654,0.347813560520362,False,False,down
DNM3,0.2834666666666667,0.12097275401201947,0.1640625,9,0.3419605183188654,0.39822443181818185,False,False,up
APOM,0.13124,0.12201045333818998,0.10546875,10,0.34424536768130615,0.3125748927850656,False,False,up
CENPF,0.5441,0.12201546740083069,0.12890625,9,0.34424536768130615,0.347813560520362,False,False,up
OTOA,-0.3003111111111111,0.12238231384998001,0.09765625,9,0.3449196961064065,0.30577442030916846,False,False,down
LYPD1,0.16787777777777782,0.1224893575209336,0.1640625,9,0.3449196961064065,0.39822443181818185,False,False,up
NACC1,0.46434999999999993,0.12296280816081427,0.130859375,10,0.3459212333029804,0.347813560520362,False,False,up
FAM20A,0.15677000000000002,0.12328475410849704,0.16015625,10,0.3463701448391465,0.39822443181818185,False,False,up
FCGR2A,0.09868,0.12335824702136441,0.10546875,10,0.3463701448391465,0.3125748927850656,False,False,up
FADD,0.3347,0.12382844129875867,0.1640625,9,0.3471611799741946,0.39822443181818185,False,False,up
TNFSF12,0.26647000000000004,0.12387637610247053,0.083984375,10,0.3471611799741946,0.2725548169889503,False,False,up
IL2RG,-0.2987,0.12428547016000828,0.193359375,10,0.34797562045752556,0.4478007903981265,False,False,down
KLK8,-0.18398888888888887,0.12467366828048414,0.203125,9,0.3485333009212042,0.4526389415781487,False,False,down
MFAP3L,-0.19113750000000002,0.12472199498406049,0.1484375,8,0.3485333009212042,0.38855698529411764,False,False,down
CEP85,0.407125,0.12533712166857822,0.1484375,8,0.3499193216165534,0.38855698529411764,False,False,up
ODAM,0.28700000000000003,0.12553810454096753,0.12890625,9,0.3499635096693001,0.347813560520362,False,False,up
ADAM23,0.06199000000000001,0.12559126291843456,0.16015625,10,0.3499635096693001,0.39822443181818185,False,False,up
TTF2,0.4205625,0.12612434711387574,0.1484375,8,0.35082876450874867,0.38855698529411764,False,False,up
KRT8,-0.44259999999999994,0.12642654958678312,0.1640625,9,0.35082876450874867,0.39822443181818185,False,False,down
KIR3DL2,0.22597777777777775,0.12653158703104553,0.1640625,9,0.35082876450874867,0.39822443181818185,False,False,up
TAGLN3,0.3571333333333333,0.12653434881098835,0.12890625,9,0.35082876450874867,0.347813560520362,False,False,up
EPCAM,0.12059000000000002,0.12657950048998132,0.16015625,10,0.35082876450874867,0.39822443181818185,False,False,up
PTPRS,0.054840000000000014,0.126725657748196,0.16015625,10,0.35082876450874867,0.39822443181818185,False,False,up
IFNL1,-0.4151111111111111,0.12673793637854353,0.12890625,9,0.35082876450874867,0.347813560520362,False,False,down
BGN,-0.3964125,0.12730520157650776,0.109375,8,0.35183474392842273,0.318369053518335,False,False,down
GBP2,0.8777555555555556,0.12734093728155035,0.25,9,0.35183474392842273,0.5088357588357588,False,False,up
RAD23B,0.17886249999999998,0.1276465067424649,0.1484375,8,0.35234754727689793,0.38855698529411764,False,False,up
TXNL1,-0.49547777777777785,0.12787693814453285,0.1640625,9,0.3526521758971765,0.39822443181818185,False,False,down
CCER2,-0.11199,0.12856827048390818,0.16015625,10,0.3542210813248331,0.39822443181818185,False,False,down
RGS10,0.49598888888888887,0.12868705950752363,0.09765625,9,0.3542210813248331,0.30577442030916846,False,False,up
TAP1,-0.31793333333333335,0.12964327299254552,0.1640625,9,0.3561147389951973,0.39822443181818185,False,False,down
VAMP5,0.3278777777777778,0.12975698664683671,0.1640625,9,0.3561147389951973,0.39822443181818185,False,False,up
CD38,0.15891111111111111,0.12981272087698817,0.09765625,9,0.3561147389951973,0.30577442030916846,False,False,up
PPT1,-0.3863875,0.1298870930417058,0.1953125,8,0.3561147389951973,0.4478007903981265,False,False,down
HMOX2,0.3248888888888889,0.13000105394916028,0.203125,9,0.3561147389951973,0.4526389415781487,False,False,up
MAPKAPK2,0.46733333333333327,0.13010252466525254,0.1640625,9,0.3561147389951973,0.39822443181818185,False,False,up
NDUFS6,0.433,0.13049892902659696,0.109375,8,0.3566387698891428,0.318369053518335,False,False,up
GLO1,0.32739999999999997,0.1305368326969113,0.12890625,9,0.3566387698891428,0.347813560520362,False,False,up
HSBP1,0.38385,0.13074483826318054,0.130859375,10,0.3568750836235699,0.347813560520362,False,False,up
LGALS7_LGALS7B,0.21291000000000002,0.13227785918792132,0.193359375,10,0.36072430123948457,0.4478007903981265,False,False,up
CDH6,-0.10502222222222223,0.13251979462450159,0.12890625,9,0.3610488282116523,0.347813560520362,False,False,down
NEFL,-0.5028444444444445,0.13295549721590982,0.1640625,9,0.36190018102236066,0.39822443181818185,False,False,down
CD300LG,0.07811000000000001,0.1334009129848792,0.10546875,10,0.36277637170054644,0.3125748927850656,False,False,up
RPS10,0.34355,0.13377759732499137,0.1484375,8,0.3634642029079552,0.38855698529411764,False,False,up
CLEC1A,0.14996666666666666,0.1343307228858433,0.12890625,9,0.36433649921446365,0.347813560520362,False,False,up
