Protein,log2FC,t_p,w_p,n_pairs,t_fdr,w_fdr,changed,strict,direction
MAMDC2,0.17457999999999999,0.2569550115804777,0.232421875,10,0.9898389461302447,0.97517578125,False,False,up
YTHDF3,0.5240777777777779,0.2573654282436017,0.359375,9,0.9898389461302447,0.97517578125,False,False,up
EGLN1,0.291525,0.25745380807577734,0.3125,8,0.9898389461302447,0.97517578125,False,False,up
GTPBP2,-0.4096285714285714,0.2580238336199456,0.296875,7,0.9898389461302447,0.97517578125,False,False,down
MAGEA3,-0.6714500000000001,0.25824461953538175,0.4609375,8,0.9898389461302447,0.986577545700309,False,False,down
LRPAP1,-0.07679000000000001,0.2584412834796138,0.322265625,10,0.9898389461302447,0.97517578125,False,False,down
CEP43,-0.2458111111111111,0.26052411632138167,0.203125,9,0.9898389461302447,0.97517578125,False,False,down
BGLAP,0.14449,0.2606866446887922,0.275390625,10,0.9898389461302447,0.97517578125,False,False,up
GCNT1,-0.17215999999999998,0.26077868150120276,0.322265625,10,0.9898389461302447,0.97517578125,False,False,down
KRT19,0.2615625,0.26111489772091984,0.3125,8,0.9898389461302447,0.97517578125,False,False,up
EPGN,0.12771999999999997,0.26137201757674344,0.375,10,0.9898389461302447,0.97517578125,False,False,up
SYT1,0.17214000000000004,0.26152176543410977,0.275390625,10,0.9898389461302447,0.97517578125,False,False,up
ESPL1,0.28090000000000004,0.26288642237026805,0.30078125,9,0.9898389461302447,0.97517578125,False,False,up
NME1,0.12734444444444443,0.2628980212304609,0.42578125,9,0.9898389461302447,0.97517578125,False,False,up
DCTPP1,-0.2010111111111111,0.2635518134454903,0.203125,9,0.9898389461302447,0.97517578125,False,False,down
SCGN,-0.12042222222222218,0.2636545517751105,0.30078125,9,0.9898389461302447,0.97517578125,False,False,down
ZNRD2,-0.23273000000000002,0.26388981690399543,0.275390625,10,0.9898389461302447,0.97517578125,False,False,down
KDR,0.06075555555555555,0.26403895213598244,0.359375,9,0.9898389461302447,0.97517578125,False,False,up
MEP1B,0.0771111111111111,0.26467234097048914,0.25,9,0.9898389461302447,0.97517578125,False,False,up
PFDN4,-0.25085555555555555,0.2648997549925035,0.359375,9,0.9898389461302447,0.97517578125,False,False,down
IL12RB2,-0.34954444444444444,0.26501747981030965,0.30078125,9,0.9898389461302447,0.97517578125,False,False,down
ATXN10,0.26951250000000004,0.26516494763702175,0.3828125,8,0.9898389461302447,0.97517578125,False,False,up
CEP112,0.19036666666666668,0.2652804013254862,0.359375,9,0.9898389461302447,0.97517578125,False,False,up
SORCS2,0.157125,0.2657983095091529,0.3828125,8,0.9898389461302447,0.97517578125,False,False,up
METAP2,-0.3841,0.26597851974694847,0.232421875,10,0.9898389461302447,0.97517578125,False,False,down
ARHGEF5,-0.4865124999999999,0.2663872204189092,0.3828125,8,0.9898389461302447,0.97517578125,False,False,down
PPL,0.11402222222222219,0.2666057461743635,0.30078125,9,0.9898389461302447,0.97517578125,False,False,up
OFD1,-0.1593,0.2671543188048215,0.3828125,8,0.9898389461302447,0.97517578125,False,False,down
NUDC,-0.37804000000000004,0.26765360631783264,0.232421875,10,0.9898389461302447,0.97517578125,False,False,down
ATF4,0.17805555555555555,0.26852027572131393,0.25,9,0.9898389461302447,0.97517578125,False,False,up
TXLNA,-0.32361111111111107,0.2707842711166915,0.25,9,0.9898389461302447,0.97517578125,False,False,down
DCDC2C,0.8137666666666666,0.27098267798668757,0.49609375,9,0.9898389461302447,0.986577545700309,False,False,up
HTRA2,-0.23277777777777775,0.2712578109759627,0.25,9,0.9898389461302447,0.97517578125,False,False,down
STXBP3,-0.11247499999999999,0.27218685548145166,0.3828125,8,0.9898389461302447,0.97517578125,False,False,down
TAP1,0.15838749999999996,0.2722348084720833,0.1953125,8,0.9898389461302447,0.97517578125,False,False,up
CCL11,-0.14686000000000002,0.27262150025882725,0.16015625,10,0.9898389461302447,0.97517578125,False,False,down
PDCD1,-0.08809,0.2734351804246095,0.193359375,10,0.9898389461302447,0.97517578125,False,False,down
RAD23B,0.09960000000000001,0.2735153412680975,0.3828125,8,0.9898389461302447,0.97517578125,False,False,up
AKR1B10,-0.24312857142857142,0.274267758329703,0.375,7,0.9898389461302447,0.97517578125,False,False,down
AMIGO2,0.09880000000000003,0.27429388304816466,0.322265625,10,0.9898389461302447,0.97517578125,False,False,up
PDIA3,0.15304444444444443,0.2745281565649635,0.42578125,9,0.9898389461302447,0.97517578125,False,False,up
KLRF1,0.08902222222222221,0.2747815634661507,0.49609375,9,0.9898389461302447,0.986577545700309,False,False,up
CDHR5,0.12761111111111115,0.27495080423130863,0.30078125,9,0.9898389461302447,0.97517578125,False,False,up
RALB,-0.3415333333333333,0.27530711729098994,0.30078125,9,0.9898389461302447,0.97517578125,False,False,down
RAD51,0.217725,0.2755612385885688,0.25,8,0.9898389461302447,0.97517578125,False,False,up
DFFA,-0.24646999999999997,0.275961069756791,0.275390625,10,0.9898389461302447,0.97517578125,False,False,down
AGT,0.0861888888888889,0.2764172431868911,0.203125,9,0.9898389461302447,0.97517578125,False,False,up
TEX33,0.22310000000000002,0.2767370403537306,0.3828125,8,0.9898389461302447,0.97517578125,False,False,up
IL13RA1,-0.057422222222222215,0.27693541287704493,0.30078125,9,0.9898389461302447,0.97517578125,False,False,down
PRAME,0.3482666666666667,0.27708156108758675,0.359375,9,0.9898389461302447,0.97517578125,False,False,up
IKZF2,-0.1347,0.2773237828883476,0.25,8,0.9898389461302447,0.97517578125,False,False,down
MAPK9,-0.341325,0.27750859554361684,0.3828125,8,0.9898389461302447,0.97517578125,False,False,down
HSD17B3,0.31821111111111106,0.2775729270861526,0.359375,9,0.9898389461302447,0.97517578125,False,False,up
CC2D1A,-0.4974666666666667,0.27771549501425236,0.203125,9,0.9898389461302447,0.97517578125,False,False,down
SCARA5,-0.10504000000000002,0.27782348428643655,0.275390625,10,0.9898389461302447,0.97517578125,False,False,down
TRIM58,-0.4420299999999999,0.27826861745817494,0.275390625,10,0.9898389461302447,0.97517578125,False,False,down
CCN1,-0.11341999999999999,0.2782936152137559,0.375,10,0.9898389461302447,0.97517578125,False,False,down
LAMB1,0.10565555555555556,0.27848322065767417,0.359375,9,0.9898389461302447,0.97517578125,False,False,up
TXNL1,0.3216,0.27878164605824807,0.3125,8,0.9898389461302447,0.97517578125,False,False,up
PLA2G4A,-0.30713,0.27892775923232077,0.232421875,10,0.9898389461302447,0.97517578125,False,False,down
EBI3_IL27,-0.07483999999999999,0.27981675730436634,0.275390625,10,0.9898389461302447,0.97517578125,False,False,down
HARS1,-0.41593,0.28028806604228423,0.322265625,10,0.9898389461302447,0.97517578125,False,False,down
EGFLAM,0.08054999999999998,0.28048999497933486,0.375,10,0.9898389461302447,0.97517578125,False,False,up
PLB1,0.13727999999999996,0.2813202455922886,0.431640625,10,0.9898389461302447,0.97517578125,False,False,up
TFPI2,-0.10479999999999999,0.2816231928132519,0.30078125,9,0.9898389461302447,0.97517578125,False,False,down
CNTN4,-0.08051,0.28177229118738434,0.322265625,10,0.9898389461302447,0.97517578125,False,False,down
CBLN4,-0.09491000000000001,0.2820537579492713,0.193359375,10,0.9898389461302447,0.97517578125,False,False,down
C8B,0.15292,0.2825269295577944,0.375,10,0.9898389461302447,0.97517578125,False,False,up
MYOM3,0.3754666666666666,0.2826437138371168,0.203125,9,0.9898389461302447,0.97517578125,False,False,up
CHRDL1,-0.08666,0.2828066521574947,0.275390625,10,0.9898389461302447,0.97517578125,False,False,down
IL17A,-0.1947,0.2829320834349136,0.49609375,9,0.9898389461302447,0.986577545700309,False,False,down
PDE4D,0.17054444444444447,0.2832546717987218,0.42578125,9,0.9898389461302447,0.97517578125,False,False,up
SV2A,-0.3182285714285714,0.28379058587267253,0.578125,7,0.9898389461302447,0.986577545700309,False,False,down
GPA33,-0.19346000000000002,0.2838912165674012,0.275390625,10,0.9898389461302447,0.97517578125,False,False,down
SRC,-0.5912333333333333,0.28457755067182505,0.1640625,9,0.9898389461302447,0.97517578125,False,False,down
NT5C1A,0.21009000000000003,0.2851585558413,0.275390625,10,0.9898389461302447,0.97517578125,False,False,up
CRX,-0.22990000000000002,0.2852110923718395,0.30078125,9,0.9898389461302447,0.97517578125,False,False,down
SH3BGRL2,-0.2833125,0.285268858123758,0.1484375,8,0.9898389461302447,0.97517578125,False,False,down
DNPH1,-0.38867,0.2856067495824114,0.275390625,10,0.9898389461302447,0.97517578125,False,False,down
APOC1,0.20295999999999997,0.28586585550529736,0.556640625,10,0.9898389461302447,0.986577545700309,False,False,up
ANXA11,-0.336075,0.28630133591961987,0.3828125,8,0.9898389461302447,0.97517578125,False,False,down
BMP10,0.13873333333333332,0.2864187654716554,0.49609375,9,0.9898389461302447,0.986577545700309,False,False,up
SIL1,0.10611111111111111,0.2865218817852427,0.42578125,9,0.9898389461302447,0.97517578125,False,False,up
SLC39A14,0.24031249999999996,0.2869447505306887,0.25,8,0.9898389461302447,0.97517578125,False,False,up
SRPK2,-0.1767,0.28754021298624116,0.3125,8,0.9898389461302447,0.97517578125,False,False,down
EPHA2,0.10655,0.28776592064130063,0.275390625,10,0.9898389461302447,0.97517578125,False,False,up
SERPINC1,0.09361,0.2881957787497429,0.625,10,0.9898389461302447,0.986577545700309,False,False,up
KIAA1549L,0.3395125,0.2883049448709711,0.3828125,8,0.9898389461302447,0.97517578125,False,False,up
CAPS,0.1815,0.28841675162015573,0.431640625,10,0.9898389461302447,0.97517578125,False,False,up
RLN1,0.6785555555555555,0.28856963236047767,0.42578125,9,0.9898389461302447,0.97517578125,False,False,up
HMBS,-0.48419,0.2909392655071462,0.275390625,10,0.9898389461302447,0.97517578125,False,False,down
FCGR2A,-0.050640000000000004,0.2920436983667952,0.375,10,0.9898389461302447,0.97517578125,False,False,down
IL22RA1,-0.1397888888888889,0.2927199263368979,0.42578125,9,0.9898389461302447,0.97517578125,False,False,down
PALM3,0.30775555555555556,0.2929817752666493,0.42578125,9,0.9898389461302447,0.97517578125,False,False,up
PRDX2,-0.2984111111111111,0.2930469795591298,0.734375,9,0.9898389461302447,1.0,False,False,down
TIMM10,0.11779999999999999,0.29326678628081115,0.275390625,10,0.9898389461302447,0.97517578125,False,False,up
PKLR,-0.44865000000000005,0.2932694986486928,0.4921875,10,0.9898389461302447,0.986577545700309,False,False,down
EIF4EBP1,-0.49842222222222227,0.2934131961562084,0.25,9,0.9898389461302447,0.97517578125,False,False,down
SEPTIN8,0.1535,0.2935940674113586,0.193359375,10,0.9898389461302447,0.97517578125,False,False,up
STK24,-0.36180000000000007,0.29443550589497425,0.3125,8,0.9898389461302447,0.97517578125,False,False,down
HAGH,-0.22967999999999994,0.29474042845572723,0.322265625,10,0.9898389461302447,0.97517578125,False,False,down
ARHGAP30,-0.1113125,0.29531038859363884,0.3125,8,0.9898389461302447,0.97517578125,False,False,down
NPTN,0.313275,0.29537788839057316,0.3828125,8,0.9898389461302447,0.97517578125,False,False,up
SOD2,-0.10481000000000003,0.2956845230280577,0.375,10,0.9898389461302447,0.97517578125,False,False,down
TNF__Neurology,-0.1482,0.29617074059406656,0.3828125,8,0.9898389461302447,0.97517578125,False,False,down
CA8,0.15112222222222224,0.29623553994173457,0.359375,9,0.9898389461302447,0.97517578125,False,False,up
NRN1,-0.11186666666666666,0.296301020563614,0.30078125,9,0.9898389461302447,0.97517578125,False,False,down
FCAMR,0.14290999999999995,0.2965070918377185,0.375,10,0.9898389461302447,0.97517578125,False,False,up
CACNA1C,0.21134999999999998,0.29781328914064303,0.3125,8,0.9898389461302447,0.97517578125,False,False,up
TBC1D17,-0.19516250000000002,0.2985771507804961,0.3125,8,0.9898389461302447,0.97517578125,False,False,down
HEG1,0.16426666666666667,0.29866633965182227,0.30078125,9,0.9898389461302447,0.97517578125,False,False,up
LBP,-0.14415,0.2996275466154968,0.275390625,10,0.9898389461302447,0.97517578125,False,False,down
COL9A1,0.11604999999999999,0.2998349394287367,0.3125,8,0.9898389461302447,0.97517578125,False,False,up
S100A13,0.12068888888888885,0.3003640349403271,0.359375,9,0.9898389461302447,0.97517578125,False,False,up
DPP10,-0.1966625,0.3004464853943481,0.3125,8,0.9898389461302447,0.97517578125,False,False,down
MINK1,-0.76199,0.30080005688572736,0.322265625,10,0.9898389461302447,0.97517578125,False,False,down
C1GALT1C1,0.24452222222222225,0.30125650282141775,0.30078125,9,0.9898389461302447,0.97517578125,False,False,up
BCL2,0.24296000000000006,0.3014270726150206,0.322265625,10,0.9898389461302447,0.97517578125,False,False,up
DDX58,-0.2468125,0.3016701671348832,0.3125,8,0.9898389461302447,0.97517578125,False,False,down
MAEA,-0.1776375,0.30177686204591975,0.3125,8,0.9898389461302447,0.97517578125,False,False,down
SERPINA4,0.15144,0.3019886500980652,0.4921875,10,0.9898389461302447,0.986577545700309,False,False,up
MGLL,-0.41742,0.302053635766916,0.322265625,10,0.9898389461302447,0.97517578125,False,False,down
USP47,0.2563222222222222,0.302285420812427,0.49609375,9,0.9898389461302447,0.986577545700309,False,False,up
DPP4,-0.06708,0.3030854024559065,0.375,10,0.9898389461302447,0.97517578125,False,False,down
