Protein,log2FC,t_p,w_p,n_pairs,t_fdr,w_fdr,changed,strict,direction
CCL22,-0.16221999999999998,0.004714396620761588,0.013671875,10,0.6049587071491824,0.8757752862595419,False,False,down
RABEPK,0.42510000000000003,0.004949344591546919,0.015625,8,0.6049587071491824,0.8757752862595419,False,False,up
TNN,0.22996999999999995,0.004978350322088357,0.00390625,10,0.6049587071491824,0.869140625,False,False,up
SCGB2A2,0.8819444444444444,0.0049925931948073266,0.01171875,9,0.6049587071491824,0.8757752862595419,False,False,up
EPN1,0.44005,0.005261648653300492,0.0234375,8,0.6049587071491824,0.8757752862595419,False,False,up
CEACAM6,0.43743,0.005355439695566477,0.009765625,10,0.6049587071491824,0.869140625,False,False,up
PALM,0.27266,0.0063460019171606786,0.013671875,10,0.6390364395010061,0.8757752862595419,False,False,up
CD99L2,-0.12645,0.006836663617443678,0.005859375,10,0.6390364395010061,0.869140625,False,False,down
FCRL5,-0.26605,0.00688430796848913,0.009765625,10,0.6390364395010061,0.869140625,False,False,down
S100A3,0.29428,0.006964153912822961,0.009765625,10,0.6390364395010061,0.869140625,False,False,up
DUOX2,0.33383333333333337,0.0071137150734308565,0.0078125,9,0.6390364395010061,0.869140625,False,False,up
IL33,-1.0184777777777778,0.007522649765223392,0.01953125,9,0.6390364395010061,0.8757752862595419,False,False,down
C1QA,-0.11752000000000003,0.007578171453698996,0.013671875,10,0.6390364395010061,0.8757752862595419,False,False,down
HDAC9,0.6049875,0.007746793905455911,0.0078125,8,0.6390364395010061,0.869140625,False,False,up
LY6D,0.25558000000000003,0.007907663892117016,0.009765625,10,0.6390364395010061,0.869140625,False,False,up
ESR1,0.4417,0.00795797365658518,0.01171875,9,0.6390364395010061,0.8757752862595419,False,False,up
GNGT1,0.647042857142857,0.008234426791340827,0.03125,7,0.6390364395010061,0.8757752862595419,False,False,up
FCER2,-0.23665000000000003,0.008443176358063676,0.009765625,10,0.6390364395010061,0.869140625,False,False,down
SPINT3,0.3367100000000002,0.008485672843220715,0.013671875,10,0.6390364395010061,0.8757752862595419,False,False,up
FOXO3,-0.7732249999999999,0.009000557883207706,0.015625,8,0.6608659625745258,0.8757752862595419,False,False,down
XRCC4,0.31185,0.009230521260683517,0.0078125,8,0.6612205107957924,0.869140625,False,False,up
VSIG10L,0.9121777777777778,0.00971859957768648,0.02734375,9,0.6681004020698004,0.8757752862595419,False,False,up
IL36A,0.547611111111111,0.010456988741439356,0.01953125,9,0.6681004020698004,0.8757752862595419,False,False,up
PRKAG3,0.3912571428571428,0.01052385125989132,0.015625,7,0.6681004020698004,0.8757752862595419,False,False,up
CLMP,0.07892000000000002,0.010662592459025382,0.013671875,10,0.6681004020698004,0.8757752862595419,False,False,up
CREBZF,0.6104666666666667,0.010666759721820107,0.00390625,9,0.6681004020698004,0.869140625,False,False,up
MUCL3,-0.23278888888888882,0.010691426250350909,0.01953125,9,0.6681004020698004,0.8757752862595419,False,False,down
IL17D,-0.2291333333333333,0.011504021751030387,0.01953125,9,0.7039023308911717,0.8757752862595419,False,False,down
ATP6AP2,0.40133749999999996,0.012571495905467281,0.015625,8,0.7339170370315741,0.8757752862595419,False,False,up
ATP1B2,0.3898444444444445,0.012892701532260256,0.01953125,9,0.7339170370315741,0.8757752862595419,False,False,up
PAMR1,-0.17916000000000004,0.012893352469212204,0.013671875,10,0.7339170370315741,0.8757752862595419,False,False,down
NOMO1,-0.14951,0.012994104843596137,0.01953125,10,0.7339170370315741,0.8757752862595419,False,False,down
ADIPOQ,0.27075,0.013777052404486994,0.013671875,10,0.7634566587165716,0.8757752862595419,False,False,up
