Protein,log2FC,t_p,w_p,n_pairs,t_fdr,w_fdr,changed,strict,direction
COL4A1,0.14754,0.046492709953496594,0.064453125,10,0.2524012738140841,0.27961422175036926,False,False,up
REEP4,0.51437,0.04684801632326112,0.064453125,10,0.25298039122960314,0.27961422175036926,False,False,up
HMOX1,0.17973,0.04688204339193225,0.048828125,10,0.25298039122960314,0.2502760962041885,False,False,up
IGFBPL1,0.19155999999999998,0.046933442909241646,0.10546875,10,0.25298039122960314,0.3561356707317073,False,False,up
PDP1,0.27898000000000006,0.04694392687100228,0.064453125,10,0.25298039122960314,0.27961422175036926,False,False,up
GP2,0.26354,0.04704843330547625,0.083984375,10,0.25307920992341343,0.3162334735576923,False,False,up
MMP7,0.07393000000000001,0.04732179810182267,0.048828125,10,0.2538372153762532,0.2502760962041885,False,False,up
ELAC1,0.58372,0.04736220429900809,0.037109375,10,0.2538372153762532,0.22062800480769232,False,False,up
GZMB,0.3438625,0.047580877474597355,0.109375,8,0.2545446942493487,0.3561356707317073,False,False,up
ELOA,0.20335,0.04788780583130224,0.10546875,10,0.254989396635324,0.3561356707317073,False,False,up
CA4,0.10247000000000002,0.04792259204840104,0.048828125,10,0.254989396635324,0.2502760962041885,False,False,up
SLC13A1,0.29171,0.047924462697548124,0.048828125,10,0.254989396635324,0.2502760962041885,False,False,up
KITLG,0.13907,0.04801665746692636,0.01953125,10,0.25501794390662336,0.17021745178041542,False,False,up
SHISA5,0.25848,0.04832315119429888,0.009765625,10,0.25592341470012997,0.13723273026315788,False,False,up
CD248,0.27630000000000005,0.048361421572547546,0.013671875,10,0.25592341470012997,0.14871961805555556,False,False,up
HLA-A,0.11354000000000002,0.04868160525895256,0.064453125,10,0.25715445080133753,0.27961422175036926,False,False,up
NCAM2,0.09032,0.0489896255392717,0.048828125,10,0.25807167805526154,0.2502760962041885,False,False,up
TRIM21,0.580875,0.04911759812884406,0.0546875,8,0.25807167805526154,0.2663634950248756,False,False,up
SHMT1,0.5940900000000001,0.04921120517739854,0.064453125,10,0.25807167805526154,0.27961422175036926,False,False,up
RTBDN,-0.27205,0.04930417096552213,0.064453125,10,0.25807167805526154,0.27961422175036926,False,False,down
GLIPR1,0.37851,0.04942054123924366,0.048828125,10,0.25807167805526154,0.2502760962041885,False,False,up
DNMBP,0.5503555555555555,0.04955337758943518,0.02734375,9,0.25807167805526154,0.19492377123786409,False,False,up
SERPINE2,0.5524100000000001,0.04967134821527205,0.064453125,10,0.25807167805526154,0.27961422175036926,False,False,up
IKBKG,0.6067250000000001,0.04970731413101408,0.078125,8,0.25807167805526154,0.3162334735576923,False,False,up
USP8,0.6385099999999999,0.049723700625613744,0.02734375,10,0.25807167805526154,0.19492377123786409,False,False,up
CFD,0.17827,0.04973393591395234,0.02734375,10,0.25807167805526154,0.19492377123786409,False,False,up
HMBS,-0.9145599999999998,0.05015994693474628,0.01953125,10,0.25982321719109314,0.17021745178041542,False,False,down
FIS1,0.45083,0.05030429816627547,0.048828125,10,0.260112189637942,0.2502760962041885,False,False,up
SERPINB6,0.38837,0.05048734125343376,0.048828125,10,0.2602342393937598,0.2502760962041885,False,False,up
PRKG1,0.9195875,0.05051199556158771,0.0234375,8,0.2602342393937598,0.19492377123786409,False,False,up
YARS1,1.2892400000000002,0.05059371831591312,0.048828125,10,0.2602342393937598,0.2502760962041885,False,False,up
ROBO1,0.10518000000000001,0.05082508822780743,0.083984375,10,0.26059401003117094,0.3162334735576923,False,False,up
DPP7,0.19665,0.0508411194238546,0.064453125,10,0.26059401003117094,0.27961422175036926,False,False,up
EPS8L2,-0.1243,0.05113637539881385,0.10546875,10,0.2616507570493315,0.3561356707317073,False,False,down
SH2B3,0.37469,0.05142833257854451,0.048828125,10,0.2626869787533656,0.2502760962041885,False,False,up
PPP1R2,0.3905,0.05161917276184239,0.048828125,10,0.2627402406223967,0.2502760962041885,False,False,up
DTNB,0.4441699999999999,0.05163666482692621,0.064453125,10,0.2627402406223967,0.27961422175036926,False,False,up
MCFD2,0.27691,0.05170713622054658,0.048828125,10,0.2627402406223967,0.2502760962041885,False,False,up
PDE5A,0.6868624999999999,0.05196549970852248,0.0390625,8,0.263597016656184,0.22062800480769232,False,False,up
ASAH1,0.38095999999999997,0.05235027682056643,0.048828125,10,0.2650909707275924,0.2502760962041885,False,False,up
TREML2,0.13486,0.05257777518553369,0.048828125,10,0.2657105060875501,0.2502760962041885,False,False,up
CLEC5A,0.18971999999999997,0.052653563004070196,0.01953125,10,0.2657105060875501,0.17021745178041542,False,False,up
BCAN,-0.22060000000000002,0.05291405624356774,0.0546875,9,0.26656703805721865,0.2663634950248756,False,False,down
AMOTL2,0.21833999999999998,0.053147891310482386,0.064453125,10,0.26705004424657763,0.27961422175036926,False,False,up
BOLA1,0.49709999999999993,0.05323426928946382,0.109375,8,0.26705004424657763,0.3561356707317073,False,False,up
ANKMY2,0.6822625000000001,0.05328271226710742,0.0546875,8,0.26705004424657763,0.2663634950248756,False,False,up
C1QTNF9,0.12761250000000002,0.05346185682380087,0.078125,8,0.2672438299139225,0.3162334735576923,False,False,up
BOC,-0.12422,0.05353382327795969,0.10546875,10,0.2672438299139225,0.3561356707317073,False,False,down
SAMD9L,0.6325375,0.05367734627926894,0.0546875,8,0.2672438299139225,0.2663634950248756,False,False,up
GIGYF2,0.5873600000000001,0.053749704981814805,0.064453125,10,0.2672438299139225,0.27961422175036926,False,False,up
VASP,0.45284,0.05387994279572177,0.037109375,10,0.2672438299139225,0.22062800480769232,False,False,up
NOS3,0.34884444444444446,0.053949141481748314,0.0546875,9,0.2672438299139225,0.2663634950248756,False,False,up
ATP1B2,0.32728,0.053965444430794395,0.064453125,10,0.2672438299139225,0.27961422175036926,False,False,up
PRR4,0.305975,0.054049313915175326,0.078125,8,0.2672438299139225,0.3162334735576923,False,False,up
CEACAM1,0.1571,0.0541651385111358,0.064453125,10,0.26736640639866527,0.27961422175036926,False,False,up
HEG1,0.11945,0.05435261569644991,0.109375,8,0.26784166493368017,0.3561356707317073,False,False,up
MYL4,-0.44192222222222216,0.054939028533052006,0.0546875,9,0.2697375432140788,0.2663634950248756,False,False,down
APPL2,0.7705875,0.05499061305047131,0.0390625,8,0.2697375432140788,0.22062800480769232,False,False,up
TYRO3,0.17592,0.05507888717824187,0.037109375,10,0.2697375432140788,0.22062800480769232,False,False,up
CDC37,0.5405300000000001,0.05510470750032253,0.083984375,10,0.2697375432140788,0.3162334735576923,False,False,up
PSAPL1,0.16768000000000002,0.05537632095031253,0.064453125,10,0.2706160642779832,0.27961422175036926,False,False,up
PDGFB,0.73868,0.055540151759524585,0.083984375,10,0.27096582345136827,0.3162334735576923,False,False,up
CRHBP,0.14738,0.05581938733455898,0.083984375,10,0.27106975463485095,0.3162334735576923,False,False,up
DCTD,0.69775,0.05587806656895104,0.0546875,8,0.27106975463485095,0.2663634950248756,False,False,up
FAM13A,0.5980599999999999,0.05588655430843719,0.048828125,10,0.27106975463485095,0.2502760962041885,False,False,up
S100A14,0.21903,0.05593063374488243,0.083984375,10,0.27106975463485095,0.3162334735576923,False,False,up
CTSV,0.18952999999999998,0.05632348907307782,0.037109375,10,0.2725240319730306,0.22062800480769232,False,False,up
RCOR1,0.23424000000000006,0.05653821324524043,0.064453125,10,0.27311304654814333,0.27961422175036926,False,False,up
HSPB6,-0.10871999999999997,0.05666724629900582,0.064453125,10,0.27328686761934334,0.27961422175036926,False,False,down
SYNGAP1,0.1594875,0.056848954006422536,0.078125,8,0.27336524447123334,0.3162334735576923,False,False,up
PLXNB2,0.08437999999999998,0.05686965079057663,0.037109375,10,0.27336524447123334,0.22062800480769232,False,False,up
DGKA,0.636175,0.05707748614661456,0.0546875,8,0.2738069459430155,0.2663634950248756,False,False,up
CSDE1,0.5544100000000001,0.05714799382467432,0.048828125,10,0.2738069459430155,0.2502760962041885,False,False,up
REG3A,0.14248999999999998,0.05726299448559563,0.10546875,10,0.2739110990296325,0.3561356707317073,False,False,up
TSC22D1,0.31629999999999997,0.05751178211516884,0.01953125,10,0.2740006843575798,0.17021745178041542,False,False,up
TNR,0.16043333333333332,0.05753649354943226,0.07421875,9,0.2740006843575798,0.31591372282608693,False,False,up
RBPMS2,0.7775888888888889,0.0576394399839902,0.0546875,9,0.2740006843575798,0.2663634950248756,False,False,up
OMD,0.08916000000000003,0.05767462748193129,0.10546875,10,0.2740006843575798,0.3561356707317073,False,False,up
KHDC3L,-0.37482999999999994,0.05774818645466187,0.083984375,10,0.2740006843575798,0.3162334735576923,False,False,down
SUGP1,0.20163999999999996,0.058032325149295724,0.083984375,10,0.2749047402636799,0.3162334735576923,False,False,up
HS6ST2,0.2416125,0.05814060854535578,0.0546875,8,0.2749741824439773,0.2663634950248756,False,False,up
PRDX5,0.58181,0.05832513287678491,0.064453125,10,0.2749855743925646,0.27961422175036926,False,False,up
NOS2,-0.43427999999999994,0.058384549492597186,0.048828125,10,0.2749855743925646,0.2502760962041885,False,False,down
ERP29,0.716175,0.058423901403118934,0.078125,8,0.2749855743925646,0.3162334735576923,False,False,up
CTSS,0.13266000000000003,0.05854328574320616,0.037109375,10,0.27510660836447437,0.22062800480769232,False,False,up
COCH,0.3854,0.05889695375851217,0.009765625,10,0.27632644279353075,0.13723273026315788,False,False,up
FXN,0.62615,0.05908241735553338,0.10546875,10,0.2767544812969721,0.3561356707317073,False,False,up
CASP2,0.4501125000000001,0.05932816594182826,0.0390625,8,0.2771340428295255,0.22062800480769232,False,False,up
PRSS22,0.26449999999999996,0.05945676148114371,0.078125,8,0.2771340428295255,0.3162334735576923,False,False,up
ULBP2,0.0954111111111111,0.05948649143599895,0.0546875,9,0.2771340428295255,0.2663634950248756,False,False,up
STAM,0.4191,0.05954088560620721,0.16015625,10,0.2771340428295255,0.4351331232654949,False,False,up
CCL8,0.11533999999999997,0.05969347869608837,0.16015625,10,0.2774046628645752,0.4351331232654949,False,False,up
AHSP,-0.95373,0.05991076384144339,0.009765625,10,0.2779745867335217,0.13723273026315788,False,False,down
F11,0.20798999999999998,0.06042234882299776,0.001953125,10,0.2799060544055906,0.12204953457446809,False,False,up
CCN2,0.2729500000000001,0.06053456483409776,0.083984375,10,0.27998427861062225,0.3162334735576923,False,False,up
HCLS1,0.6089699999999999,0.0608601085681406,0.130859375,10,0.28087042468739315,0.389396134118541,False,False,up
PTPN1,0.7137555555555555,0.06091964457719067,0.0546875,9,0.28087042468739315,0.2663634950248756,False,False,up
COL5A1,0.11343749999999997,0.061013051055688404,0.078125,8,0.28087042468739315,0.3162334735576923,False,False,up
HSD17B3,0.49573,0.06136037985352402,0.10546875,10,0.28115691054446307,0.3561356707317073,False,False,up
LHB,0.42843,0.061400084076204064,0.048828125,10,0.28115691054446307,0.2502760962041885,False,False,up
ADAMTSL2,0.26359,0.0614478713647277,0.064453125,10,0.28115691054446307,0.27961422175036926,False,False,up
CNTN2,-0.23569,0.06145820107917783,0.083984375,10,0.28115691054446307,0.3162334735576923,False,False,down
CEP290,0.370075,0.06166831756811032,0.078125,8,0.28131262372685273,0.3162334735576923,False,False,up
USO1,0.8718999999999999,0.061945117671778974,0.064453125,10,0.28131262372685273,0.27961422175036926,False,False,up
EPHX2,0.35343,0.06195624096663485,0.10546875,10,0.28131262372685273,0.3561356707317073,False,False,up
DBN1,0.49342500000000006,0.062002995289447194,0.078125,8,0.28131262372685273,0.3162334735576923,False,False,up
CD46,0.1199,0.062018084970095776,0.064453125,10,0.28131262372685273,0.27961422175036926,False,False,up
DTX2,0.3403333333333334,0.0620905676254193,0.12890625,9,0.28131262372685273,0.389396134118541,False,False,up
DKK4,0.24166666666666664,0.06216271460630828,0.07421875,9,0.28131262372685273,0.31591372282608693,False,False,up
DDI2,-1.0589250000000001,0.06245954069012537,0.0078125,8,0.2822210323183049,0.13723273026315788,False,False,down
GPKOW,-0.2670444444444444,0.06289877843770406,0.0390625,9,0.28376914327425007,0.22062800480769232,False,False,down
PRKAR2A,0.6058300000000001,0.06299821399558969,0.048828125,10,0.28378183206295543,0.2502760962041885,False,False,up
ANXA10,-0.44323333333333337,0.0631733844827445,0.09765625,9,0.2841351152003378,0.3561356707317073,False,False,down
DTD1,0.8508125,0.06343336459563269,0.109375,8,0.28486818320699264,0.3561356707317073,False,False,up
MICALL2,0.7275111111111112,0.06392878241407379,0.09765625,9,0.2857320367982433,0.3561356707317073,False,False,up
SELPLG,-0.08358750000000001,0.06398301110912663,0.1484375,8,0.2857320367982433,0.43121754451038574,False,False,down
ALDH2,-0.14026,0.06407905797365258,0.083984375,10,0.2857320367982433,0.3162334735576923,False,False,down
APCS,0.22879,0.06412242870417598,0.013671875,10,0.2857320367982433,0.14871961805555556,False,False,up
CD302,0.16838,0.06436605964595506,0.10546875,10,0.2857320367982433,0.3561356707317073,False,False,up
IQGAP2,0.5281999999999999,0.06442707121458002,0.10546875,10,0.2857320367982433,0.3561356707317073,False,False,up
ALCAM,0.10343,0.0644548679689733,0.048828125,10,0.2857320367982433,0.2502760962041885,False,False,up
CD3G,0.3058,0.06452168014110059,0.078125,8,0.2857320367982433,0.3162334735576923,False,False,up
MTHFSD,0.7475375000000001,0.06452278516261642,0.0390625,8,0.2857320367982433,0.22062800480769232,False,False,up
TGFA,0.2461375,0.06459859463194878,0.078125,8,0.2857320367982433,0.3162334735576923,False,False,up
CACYBP,0.711475,0.06518037114083367,0.078125,8,0.28787180457237366,0.3162334735576923,False,False,up
LAIR2,0.1967222222222222,0.06563821906342798,0.09765625,9,0.28934623163896217,0.3561356707317073,False,False,up
CPXM1,0.23201999999999998,0.06577326484010045,0.064453125,10,0.28934623163896217,0.27961422175036926,False,False,up
CD74,0.14737,0.06581290534206777,0.064453125,10,0.28934623163896217,0.27961422175036926,False,False,up
ENPP7,0.11371000000000002,0.06590828361132642,0.10546875,10,0.28934623163896217,0.3561356707317073,False,False,up
VNN2,0.13395999999999997,0.06601150834727458,0.064453125,10,0.28936686569544096,0.27961422175036926,False,False,up
CA1,-0.9347899999999999,0.06620885668780951,0.02734375,10,0.289799421895822,0.19492377123786409,False,False,down
OPLAH,0.2821222222222222,0.06658031714757655,0.07421875,9,0.2904249010140945,0.31591372282608693,False,False,up
SERPINH1,0.485475,0.06658503784931774,0.0234375,8,0.2904249010140945,0.19492377123786409,False,False,up
NT5C,0.56821,0.06664841106009524,0.064453125,10,0.2904249010140945,0.27961422175036926,False,False,up
TAX1BP1,0.5424900000000001,0.06718238488470056,0.083984375,10,0.29196192602253584,0.3162334735576923,False,False,up
MARS1,0.594825,0.06722060298865683,0.078125,8,0.29196192602253584,0.3162334735576923,False,False,up
PLAUR,0.08571,0.06729936122480652,0.083984375,10,0.29196192602253584,0.3162334735576923,False,False,up
GUCY2C,0.12817499999999998,0.06767820319289677,0.109375,8,0.2927990702851077,0.3561356707317073,False,False,up
TGFB1,0.19237999999999997,0.06769171560217505,0.064453125,10,0.2927990702851077,0.27961422175036926,False,False,up
CALCOCO1,0.7430199999999999,0.06833506239277387,0.10546875,10,0.2949873963642727,0.3561356707317073,False,False,up
UBE2L6,0.5431,0.06839850763502543,0.064453125,10,0.2949873963642727,0.27961422175036926,False,False,up
FGD3,0.58951,0.06862110940031853,0.083984375,10,0.295344519024943,0.3162334735576923,False,False,up
PLA2G1B,0.12222999999999998,0.06868243326320603,0.083984375,10,0.295344519024943,0.3162334735576923,False,False,up
ENO2,0.43548,0.06920374896578023,0.083984375,10,0.2969371729475544,0.3162334735576923,False,False,up
EPCAM,0.07883,0.06927237767169073,0.064453125,10,0.2969371729475544,0.27961422175036926,False,False,up
SLIT2,0.45376666666666665,0.06937337032231111,0.09765625,9,0.2969371729475544,0.3561356707317073,False,False,up
TPD52L2,0.6320625,0.06964341483137602,0.078125,8,0.2969371729475544,0.3162334735576923,False,False,up
SUOX,0.28956,0.06967046397841002,0.064453125,10,0.2969371729475544,0.27961422175036926,False,False,up
NFE2,0.6185333333333333,0.06968439483137798,0.07421875,9,0.2969371729475544,0.31591372282608693,False,False,up
CIAPIN1,0.55456,0.06976052071290859,0.083984375,10,0.2969371729475544,0.3162334735576923,False,False,up
MAP4K5,0.5201555555555555,0.07010529168761692,0.12890625,9,0.2977111916828933,0.389396134118541,False,False,up
OTUD6B,0.35688,0.07023588335673563,0.064453125,10,0.2977111916828933,0.27961422175036926,False,False,up
HGF,0.14427000000000004,0.07024646095888493,0.083984375,10,0.2977111916828933,0.3162334735576923,False,False,up
IL36G,-0.32695,0.07046698635058415,0.109375,8,0.29821547393611764,0.3561356707317073,False,False,down
USP25,0.54364,0.0707399611662882,0.083984375,10,0.2985319793573575,0.3162334735576923,False,False,up
ENPP5,0.08637999999999998,0.07081351437938378,0.10546875,10,0.2985319793573575,0.3561356707317073,False,False,up
PROC,0.12979,0.07084671079743894,0.064453125,10,0.2985319793573575,0.27961422175036926,False,False,up
TAB2,0.5343500000000001,0.07124008629188525,0.109375,8,0.2997595034946518,0.3561356707317073,False,False,up
TNFSF13B,0.07926000000000001,0.07185076234295022,0.10546875,10,0.3013118554635239,0.3561356707317073,False,False,up
AMFR,0.34811111111111104,0.07189534840025377,0.0546875,9,0.3013118554635239,0.2663634950248756,False,False,up
DUT,0.4123799999999999,0.07191678947222685,0.064453125,10,0.3013118554635239,0.27961422175036926,False,False,up
POLR2A,0.5851124999999999,0.07205399148970616,0.109375,8,0.30145665670265953,0.3561356707317073,False,False,up
FGFR2,0.12654,0.07250755518118955,0.130859375,10,0.3022286585927161,0.389396134118541,False,False,up
COMP,-0.09859,0.0725337684372823,0.10546875,10,0.3022286585927161,0.3561356707317073,False,False,down
FBLN2,0.30373,0.07254722652634145,0.013671875,10,0.3022286585927161,0.14871961805555556,False,False,up
CANT1,0.19722000000000003,0.07279853616537842,0.064453125,10,0.3025171089375548,0.27961422175036926,False,False,up
IMPA1,0.33593333333333336,0.0729057626055723,0.07421875,9,0.3025171089375548,0.31591372282608693,False,False,up
NRGN,0.39583,0.07294242459359841,0.064453125,10,0.3025171089375548,0.27961422175036926,False,False,up
CEACAM16,0.10786000000000003,0.07311266193516465,0.037109375,10,0.3025171089375548,0.22062800480769232,False,False,up
TBL1X,0.5084599999999999,0.07313147679457402,0.10546875,10,0.3025171089375548,0.3561356707317073,False,False,up
DKKL1,0.14438,0.07328001636528066,0.193359375,10,0.3027052152810539,0.48002745815899583,False,False,up
CEP350,-0.55675,0.0737876987308974,0.130859375,10,0.30401188706823357,0.389396134118541,False,False,down
CCDC50,0.21309999999999998,0.07389299700276256,0.130859375,10,0.30401188706823357,0.389396134118541,False,False,up
SPART,0.6330125000000001,0.07393352808759919,0.0390625,8,0.30401188706823357,0.22062800480769232,False,False,up
DAAM1,0.5714624999999999,0.07414930179383923,0.078125,8,0.30401188706823357,0.3162334735576923,False,False,up
IGLC2,0.055920000000000004,0.07415920954476171,0.083984375,10,0.30401188706823357,0.3162334735576923,False,False,up
EPHB4,0.07724,0.07426560606163778,0.083984375,10,0.30401188706823357,0.3162334735576923,False,False,up
PKLR,-0.70667,0.07433025560131981,0.037109375,10,0.30401188706823357,0.22062800480769232,False,False,down
TPSAB1,-0.08099,0.07442442860131424,0.083984375,10,0.30401188706823357,0.3162334735576923,False,False,down
TCTN3,0.23804000000000003,0.07472723941206723,0.064453125,10,0.30482486410172427,0.27961422175036926,False,False,up
GNPDA1,-0.23197777777777778,0.07523447684470672,0.07421875,9,0.30641478395797983,0.31591372282608693,False,False,down
TNFRSF10C,0.10351999999999999,0.0753925826018772,0.10546875,10,0.30641478395797983,0.3561356707317073,False,False,up
ICAM4,0.1365,0.07542999278230146,0.109375,8,0.30641478395797983,0.3561356707317073,False,False,up
SART1,0.27665999999999996,0.0755577730870416,0.083984375,10,0.3065099165146978,0.3162334735576923,False,False,up
TPT1,-0.39893,0.0758721289640043,0.083984375,10,0.3073606107134905,0.3162334735576923,False,False,down
MEGF10,0.10206,0.07615154056022856,0.130859375,10,0.3076815178574532,0.389396134118541,False,False,up
LGALS3BP,0.11751,0.07621359296366907,0.10546875,10,0.3076815178574532,0.3561356707317073,False,False,up
SOD3,0.24820999999999996,0.07634284853035322,0.013671875,10,0.3076815178574532,0.14871961805555556,False,False,up
DEFB118,-0.23422500000000002,0.07637038696563955,0.078125,8,0.3076815178574532,0.3162334735576923,False,False,down
CCT5,0.48199000000000003,0.07671131155953828,0.064453125,10,0.308502798693958,0.27961422175036926,False,False,up
VSTM2B,0.2447375,0.0770046764285952,0.078125,8,0.308502798693958,0.3162334735576923,False,False,up
CST1,0.1327875,0.07703733422014752,0.078125,8,0.308502798693958,0.3162334735576923,False,False,up
HBQ1,-0.48352000000000006,0.07712447812941464,0.064453125,10,0.308502798693958,0.27961422175036926,False,False,down
IL1RL2,0.2049,0.07716802190807209,0.037109375,10,0.308502798693958,0.22062800480769232,False,False,up
OXCT1,0.31283333333333335,0.07720447975487203,0.12890625,9,0.308502798693958,0.389396134118541,False,False,up
LYSMD3,0.32959999999999995,0.07748676052179022,0.12890625,9,0.30908321416056567,0.389396134118541,False,False,up
PLA2G10,-0.1831888888888889,0.07756020729871872,0.09765625,9,0.30908321416056567,0.3561356707317073,False,False,down
ICAM3,0.07658000000000001,0.07780300375330021,0.10546875,10,0.30963065314829635,0.3561356707317073,False,False,up
GIMAP7,0.12811250000000002,0.0779701800969934,0.109375,8,0.30975709885406727,0.3561356707317073,False,False,up
RTN4IP1,0.46295000000000003,0.078078598529544,0.130859375,10,0.30975709885406727,0.389396134118541,False,False,up
TREM2,0.08985999999999998,0.07815117815827846,0.16015625,10,0.30975709885406727,0.4351331232654949,False,False,up
MED18,0.48612,0.07835149153985864,0.037109375,10,0.31013252109510087,0.22062800480769232,False,False,up
SLC16A1,0.3171555555555555,0.07867427069092664,0.07421875,9,0.310991026943811,0.31591372282608693,False,False,up
PGLYRP1,0.07113,0.07922841717803364,0.064453125,10,0.31262572368004254,0.27961422175036926,False,False,up
CYB5A,-0.39896000000000004,0.07941925984279236,0.10546875,10,0.31262572368004254,0.3561356707317073,False,False,down
LAIR1,0.08781999999999998,0.07948045178298177,0.10546875,10,0.31262572368004254,0.3561356707317073,False,False,up
IL2,-0.35216000000000003,0.07972588603803427,0.10546875,10,0.31262572368004254,0.3561356707317073,False,False,down
XG,0.11006,0.07975587044072167,0.10546875,10,0.31262572368004254,0.3561356707317073,False,False,up
RALY,0.31587,0.07981534134598019,0.064453125,10,0.31262572368004254,0.27961422175036926,False,False,up
LILRA5,0.1331,0.0798971764659831,0.10546875,10,0.31262572368004254,0.3561356707317073,False,False,up
AMPD3,-0.5810799999999999,0.08000037505450727,0.02734375,10,0.31262572368004254,0.19492377123786409,False,False,down
CD33,-0.09980000000000001,0.08004581008082805,0.10546875,10,0.31262572368004254,0.3561356707317073,False,False,down
RGCC,0.5136000000000001,0.08025873897617845,0.048828125,10,0.3130410576003136,0.2502760962041885,False,False,up
COL15A1,0.24308000000000002,0.08038656550449191,0.048828125,10,0.31312379693195325,0.2502760962041885,False,False,up
IL1RL1,0.08414999999999999,0.0807749656800591,0.130859375,10,0.3142199658309054,0.389396134118541,False,False,up
PPP3R1,0.29775555555555555,0.08095663027281959,0.12890625,9,0.31451008348051734,0.389396134118541,False,False,up
MAP2K1,0.5256900000000001,0.08132307304824916,0.10546875,10,0.3147669036573476,0.3561356707317073,False,False,up
PDCD6,0.14821,0.08133584449207046,0.083984375,10,0.3147669036573476,0.3162334735576923,False,False,up
BCL2L11,0.20803750000000004,0.08163235245880529,0.078125,8,0.3147669036573476,0.3162334735576923,False,False,up
MORF4L1,0.3675875,0.08168032587746454,0.109375,8,0.3147669036573476,0.3561356707317073,False,False,up
MFAP4,-0.1870375,0.08172293237758405,0.109375,8,0.3147669036573476,0.3561356707317073,False,False,down
BLOC1S2,0.6633249999999999,0.08180715958820013,0.078125,8,0.3147669036573476,0.3162334735576923,False,False,up
AKT1S1,-0.4795222222222222,0.08189876649685754,0.01953125,9,0.3147669036573476,0.17021745178041542,False,False,down
XIAP,0.6532250000000001,0.08194107674296512,0.0546875,8,0.3147669036573476,0.2663634950248756,False,False,up
HEXIM1,0.7196,0.08200000000014065,0.109375,8,0.3147669036573476,0.3561356707317073,False,False,up
COL28A1,0.33737777777777783,0.08209446653099363,0.09765625,9,0.3147669036573476,0.3561356707317073,False,False,up
CCL2,-0.19634444444444446,0.08222609789297176,0.12890625,9,0.314860559989124,0.389396134118541,False,False,down
BMPER,0.11515,0.08265801262502775,0.109375,8,0.3161023217183679,0.3561356707317073,False,False,up
SLAMF7,0.29847500000000005,0.08297464944632876,0.078125,8,0.316663872918147,0.3162334735576923,False,False,up
EGFLAM,0.15372999999999998,0.08302049102722955,0.10546875,10,0.316663872918147,0.3561356707317073,False,False,up
OGA,0.34317,0.08326563885484355,0.064453125,10,0.3167783103445365,0.27961422175036926,False,False,up
FABP6,0.21985000000000002,0.08326620891589451,0.083984375,10,0.3167783103445365,0.3162334735576923,False,False,up
TBCB,0.8964444444444442,0.08357484034418212,0.0546875,9,0.31754114630124564,0.2663634950248756,False,False,up
SDC4,0.41892000000000007,0.0839461762421205,0.064453125,10,0.3182717599911349,0.27961422175036926,False,False,up
STAT2,0.435975,0.08398386584716701,0.109375,8,0.3182717599911349,0.3561356707317073,False,False,up
BLOC1S3,0.24275000000000002,0.08423257659470258,0.10546875,10,0.3188029348693834,0.3561356707317073,False,False,up
CXCL16,0.06583000000000001,0.08442399749273803,0.10546875,10,0.3191161912949441,0.3561356707317073,False,False,up
GRN,0.07259,0.0849101426912751,0.16015625,10,0.32054124560960795,0.4351331232654949,False,False,up
SIGLEC5,0.17889999999999998,0.08513492580052437,0.193359375,10,0.320977249134968,0.48002745815899583,False,False,up
POMC,0.44534444444444443,0.0854068823453115,0.09765625,9,0.32128563743867006,0.3561356707317073,False,False,up
SPESP1,0.22871000000000002,0.08548787436610783,0.083984375,10,0.32128563743867006,0.3162334735576923,False,False,up
NT5E,0.10881,0.08555947750386217,0.10546875,10,0.32128563743867006,0.3561356707317073,False,False,up
ARHGEF10,0.4673800000000001,0.08565429149284258,0.10546875,10,0.32128563743867006,0.3561356707317073,False,False,up
B4GALT1,0.11495000000000002,0.08595493869119726,0.064453125,10,0.3220021108878142,0.27961422175036926,False,False,up
F7,0.08069,0.08610777356329426,0.083984375,10,0.32216373370114043,0.3162334735576923,False,False,up
MLN,-0.3437875,0.08647189883235062,0.1484375,8,0.3229415009461174,0.43121754451038574,False,False,down
ACP1,-0.2349625,0.08653556732876894,0.078125,8,0.3229415009461174,0.3162334735576923,False,False,down
CEACAM8,0.23129999999999998,0.08670331023831057,0.064453125,10,0.3231568809262921,0.27961422175036926,False,False,up
C1QTNF5,0.1675375,0.0872458333720276,0.109375,8,0.32476680939625485,0.3561356707317073,False,False,up
ANG,0.10538,0.08741927826557788,0.232421875,10,0.32500053198228135,0.531637886974299,False,False,up
DDX4,-0.36145,0.08761792309089116,0.1484375,8,0.32532723150182974,0.43121754451038574,False,False,down
NXPE4,-0.30846000000000007,0.08783443755622769,0.130859375,10,0.3254227468141359,0.389396134118541,False,False,down
TMEM106A,0.36697,0.08786524965053107,0.083984375,10,0.3254227468141359,0.3162334735576923,False,False,up
TCN2,0.08492,0.08808072666233752,0.130859375,10,0.3258099423265558,0.389396134118541,False,False,up
ADGRG2,0.16555,0.08835767617180995,0.130859375,10,0.3264232640460451,0.389396134118541,False,False,up
NAA10,0.6158999999999999,0.0884715305022915,0.10546875,10,0.32643327272013833,0.3561356707317073,False,False,up
TGFBI,0.09861,0.08927685469867934,0.130859375,10,0.3289913704517205,0.389396134118541,False,False,up
AKT2,0.67547,0.08944455335802225,0.083984375,10,0.3290742212798324,0.3162334735576923,False,False,up
IL18,0.15923999999999996,0.08952342621810899,0.083984375,10,0.3290742212798324,0.3162334735576923,False,False,up
