Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,theme
GO_Biological_Process_2023,Cellular Response To Chemokine (GO:1990869),20/59,1.042173558352774e-15,2.424256031122145e-13,0,0,15.770863955577331,544.0548731058653,CXCL6;CCL13;CCL24;CXCL9;CCL23;CCL11;CCL22;CCL21;CCL20;CXCL1;PPBP;CXCL3;CXCL10;CXCL11;CCL8;CCL5;CCL4;XCL1;CCL17;CCL16,immune
GO_Biological_Process_2023,Monocyte Chemotaxis (GO:0002548),17/42,4.65053766538702e-15,1.0045161357235964e-12,0,0,20.827828843106182,687.3557076797052,CCL13;CCL24;CCL23;CCL11;CCL22;CCL21;CCL20;PDGFB;TNFRSF11A;CCL8;CCL5;CCL4;XCL1;FOLR2;CCL17;IL6R;CCL16,
GO_Biological_Process_2023,Cell-Cell Adhesion Via Plasma-Membrane Adhesion Molecules (GO:0098742),31/172,6.210350848007565e-15,1.2520067309583249e-12,0,0,6.845534903502419,223.9349644399554,ITGB1;REG3A;ITGAM;PTPRS;ITGB2;PVR;PKD1;PTPRF;ICAM1;ROBO1;CDH5;ALCAM;CDH3;SLITRK2;CDH1;CDH23;SCARF2;SCARF1;CD177;CD164;VCAM1;SELE;SELP;CD6;CD209;PECAM1;PLXNB2;ESAM;DSG2;CNTN4;CDH15,
GO_Biological_Process_2023,Positive Regulation Of Cytokine Production (GO:0001819),42/320,1.168047849153536e-14,2.207610434900184e-12,0,0,4.755253223164043,152.5526007986284,CD86;CD40;SERPINE1;CXCL17;PARK7;LY9;AGER;C3;IL12B;TNFRSF14;LGALS9;CD14;CD58;IL6R;HAVCR2;CD276;MBL2;CD74;TGFB1;IL1R1;ADIPOQ;F2R;IL18;EIF2AK2;IL16;PRG3;LILRB2;MMP8;IL17RA;SOD1;CD40LG;PTPRC;CD6;CNTN1;CHI3L1;XCL1;HPSE;CD46;TLR3;IL18R1;CD244;HSPA1A,immune
GO_Biological_Process_2023,Phagocytosis (GO:0006909),20/69,3.1835791401643444e-14,5.66302548226881e-12,0,0,12.54582087612115,389.9013449534849,ITGB1;ITGAM;MEGF10;CD93;ANXA3;ITGB2;TREM2;MERTK;CORO1A;MESD;BIN2;AXL;PECAM1;MYH9;ITGAV;CD14;HAVCR1;GAS6;MET;LDLR,
GO_Biological_Process_2023,Lymphocyte Chemotaxis (GO:0048247),16/44,2.20181969137124e-13,3.699057081503682e-11,0,0,17.471971066907777,509.2087517620597,CCL13;CCL24;CCL23;CCL11;CCL22;CCL21;CCL20;CXCL10;CXCL11;CCL8;CCL5;CCL4;XCL1;GAS6;CCL17;CCL16,immune
GO_Biological_Process_2023,Response To Interleukin-1 (GO:0070555),21/85,2.381185496801601e-13,3.789844706488442e-11,0,0,10.0938995215311,293.38936159289614,CCL13;CCL24;CD40;CCL23;CCL11;CCL22;CCL21;IL1R1;CCL20;TNFRSF11A;SELE;CCL8;CCL5;CCL4;SIRPA;CHI3L1;XCL1;LGALS9;CCL17;GBP1;CCL16,immune
GO_Biological_Process_2023,Response To Type II Interferon (GO:0034341),20/80,6.971671572567292e-13,1.0163352493748568e-10,0,0,10.239915074309978,286.6331549566324,CCL13;CCL24;CD74;CD40;CCL23;CCL11;CCL22;CCL21;CCL20;CCL8;KYNU;CCL5;CCL4;SIRPA;XCL1;LGALS9;CD58;CCL17;GBP1;CCL16,immune
GO_Biological_Process_2023,Proteolysis (GO:0006508),40/330,7.057883676214284e-13,1.0163352493748568e-10,0,0,4.324410163339383,120.99466536150562,FCN2;CPM;CPB1;CFH;CPQ;KLK4;CTSS;DPP4;ENDOU;CASP7;ADAMTS13;CASP8;PLAU;ANPEP;CASP3;ADAM23;TPSAB1;GGT1;CTSD;CTSC;CTSB;MBL2;USP25;MMP1;HGF;GZMA;MMP3;AZU1;MMP8;MMP9;MMP12;F9;PROC;CTRL;CNTN1;ADAM8;TPP1;CTRC;LGMN;METAP2,
GO_Biological_Process_2023,Cellular Response To Type II Interferon (GO:0071346),18/66,1.9661690152655614e-12,2.70258868280139e-10,0,0,11.49047619047619,309.7250288227282,CCL13;CCL24;CCL23;CCL11;CCL22;CCL21;IFNGR1;CCL20;CCL8;CCL5;CCL4;SIRPA;XCL1;LGALS9;CD58;CCL17;GBP1;CCL16,immune
GO_Biological_Process_2023,Positive Regulation Of Chemotaxis (GO:0050921),15/44,3.730209190218522e-12,4.904414170096005e-10,0,0,15.78934466416081,415.4896070105247,PDGFRB;TGFB1;CCL21;NTRK3;RARRES2;PDGFB;TREM2;VEGFA;SMOC2;CNTN1;XCL1;STX3;IL6R;MET;LGMN,
GO_Biological_Process_2023,Negative Regulation Of Peptidase Activity (GO:0010466),17/60,4.1051506420397846e-12,5.023682925952317e-10,0,0,12.097925035934102,317.1928189619145,CSTB;ECM1;SERPINB1;SERPINE2;SERPIND1;SERPINE1;SPINK5;PARK7;SERPINA4;SERPINA5;SERPINB6;CST3;TIMP3;SERPING1;TIMP1;TIMP4;CTSB,
GO_Biological_Process_2023,Positive Regulation Of Phosphorylation (GO:0042327),32/231,4.153177022116666e-12,5.023682925952317e-10,0,0,4.999804215884618,131.03060669215455,DDR1;CD40;TREM2;AGER;CRKL;C3;CCL5;EPHB4;PDGFRB;CD74;TGFB1;ANGPT1;SEMA4D;EGF;HGF;RARRES2;NTRK3;ADIPOQ;PLAUR;VEGFD;F2;MERTK;MMP9;PGF;VEGFA;EFNA1;AXL;PECAM1;EPHA1;GAS6;MET;ENG,
GO_Biological_Process_2023,Cellular Response To Tumor Necrosis Factor (GO:0071356),23/119,4.417171198348943e-12,5.137509886079694e-10,0,0,7.381466666666666,192.9922963582892,CCL13;CCL24;CD40;ASAH1;CCL23;CCL11;CCL22;CCL21;CCL20;TNFRSF11A;TNFRSF1B;TNFRSF1A;CRHBP;CCL8;CCL5;CCL4;CHI3L1;XCL1;CD58;CCL17;GBP1;TNFRSF21;CCL16,
