protein,fc_pre,p_pre,fc_post,p_post,fc_interaction,p_interaction,fdr_pre,fdr_post,fdr_interaction
SUSD5,0.0369375,0.42386614809186507,-0.11639999999999999,0.03594510109859567,-0.13265,0.046164371003528,0.6846620519596706,0.16347787465584224,0.9064257716854434
SYAP1,0.178475,0.20872761685029978,0.3917999999999999,0.0019728948913432898,0.13579999999999998,0.23418022134639488,0.48554373579270055,0.07198964174581236,0.9471774407456163
TBCA,0.22150000000000003,0.663816248796399,0.8051400000000001,0.04647229389951662,0.3561875,0.5830290678538792,0.8534118446762307,0.18963277705108308,0.9584788980682318
TCN1,0.016859999999999993,0.8279947840116016,-0.026911111111111104,0.7751685495311048,-0.023211111111111103,0.8352810428524704,0.9258422409472198,0.8973322312800042,0.9911725684990748
TERF1,0.22362500000000002,0.11709641098084692,-0.22816999999999998,0.09975640377883034,-0.454325,0.040293652629114655,0.37730147137714193,0.30371431533907106,0.8704614075319034
TF,0.18067,0.11298782578923956,0.01166,0.801678918925939,-0.16901,0.21136715848765603,0.37424828880359173,0.9097461042118226,0.9471774407456163
TGFBR1,-0.13505,0.5054258646905874,-0.36673,0.007260606449020867,-0.26727500000000004,0.2230396432468053,0.7413585573943813,0.09772900575722467,0.9471774407456163
TGOLN2,-0.07744999999999999,0.4707708702570029,0.029022222222222244,0.7301788181135958,0.01742222222222224,0.8748695175976675,0.713318626516284,0.872768660544241,0.9939549333965099
THSD1,0.032325000000000007,0.8710861264346158,-0.14537999999999998,0.4379878343752256,-0.2436375,0.4208033833771728,0.9421733947746191,0.6970792293577533,0.9471774407456163
TLR1,0.01807499999999998,0.9392647241066521,0.17549,0.11109420922796025,0.08736250000000004,0.7371951101622527,0.9747545561806318,0.32348343578964045,0.9791756517678635
TLR4,0.1786375,0.246769620949602,-0.40447000000000005,0.37381936400496896,-0.48463750000000005,0.39158677491645255,0.5337442985488999,0.6453697186018412,0.9471774407456163
TNFAIP8L2,0.2748,0.17015694021618863,0.42094000000000004,0.05034410530075868,0.01002500000000002,0.9643814781925851,0.44397965395662714,0.1981120624515121,0.994306177352909
TNFRSF17,0.14576250000000002,0.04109084128120994,-0.08413000000000001,0.2706332059594219,-0.21546250000000003,0.05375416292133827,0.2466333628181511,0.5408982034753617,0.9064257716854434
TNFSF9,0.17598750000000002,0.3518835577105353,-0.29335999999999995,0.0999160904387337,-0.452025,0.07272891098422928,0.6315417792019259,0.30388558354968903,0.9151422335713614
TOP2B,0.19262500000000007,0.3598983835558086,0.4264199999999999,0.05020816592691608,0.3343124999999999,0.3284164294057793,0.6377451452876753,0.1981120624515121,0.9471774407456163
TP53BP1,0.060624999999999984,0.5381830952084475,0.07703999999999997,0.6199732606746919,0.186325,0.21098674118211577,0.7698061994753743,0.8159957791399581,0.9471774407456163
TP53I3,0.067625,0.7650956784342389,0.24369000000000002,0.07747668460225861,0.07693750000000003,0.7607184676250174,0.9042039836041005,0.25916259798484664,0.9807934968107775
TPD52L2,0.6320625,0.06964341483137602,1.00549,0.012350483358430522,0.20940000000000003,0.6361554508470009,0.2970382751514861,0.10425158837055143,0.9619401148472417
TPSG1,0.38144999999999996,0.2201321510073364,-0.18605,0.3763128877947983,-0.6382625,0.052217030725198926,0.5005027952366513,0.6480699087579822,0.9064257716854434
TRAF3,-0.04706250000000001,0.7398819906426051,-0.04678,0.6998202545337315,0.04417499999999999,0.8150872380687944,0.8913745191791196,0.8526711405448539,0.9888671293493415
TREML1,0.24575,0.23221406156114238,0.23966666666666667,0.4758742312661578,-0.05721111111111118,0.8850531719360949,0.5156802062484024,0.7259873160344614,0.9939549333965099
TSC1,0.5206375,0.015151501574869573,0.38964,0.006416856742949869,-0.23181249999999995,0.23316571726034077,0.18170757096257206,0.0949550061731043,0.9471774407456163
TSPYL1,0.20555,0.30544786293354953,0.19568000000000002,0.24936134791310316,-0.007012499999999949,0.9797295435489102,0.5909161466958172,0.5148444414397028,0.994306177352909
TTR,0.17861,0.12733562405464463,0.04079999999999999,0.41647010785943195,-0.13781000000000004,0.2940575754900559,0.3921510099292934,0.6813163011170328,0.9471774407456163
TXN,0.21545,0.18794464328209942,0.22917777777777776,0.11124094093009464,-0.05360000000000003,0.7179125286435979,0.4659758328800068,0.3235142503081567,0.9742388033047994
TYRP1,0.047875000000000036,0.7127753353910287,-0.04555000000000001,0.768077930888447,-0.015600000000000058,0.9416665758929708,0.8796330121560565,0.8937081033466365,0.9940568131447077
UBE2Z,0.01865,0.9260985529629664,0.26205999999999996,0.3102231248500734,0.17456249999999998,0.6692072816520398,0.9672511726289355,0.5820150324454123,0.9619401148472417
UBXN1,-0.06875000000000002,0.8272137112988828,0.71764,0.007389205835359611,0.6166875,0.13461556586123657,0.9258422409472198,0.09823297169360423,0.9471774407456163
UNC5D,0.024250000000000008,0.9142846299835483,-0.01714,0.9256118899382482,0.17217499999999994,0.47142204707249424,0.9619715151992951,0.9708865467546077,0.9471774407456163
UROD,0.11193750000000001,0.7824613153653571,0.67269,0.03782581739702284,0.373975,0.4749250343543946,0.9091161222172504,0.16915077394888337,0.9471774407456163
VAMP8,0.908075,0.02898581767343483,1.02385,0.006456924121046846,-0.10147499999999993,0.8271261884166683,0.2180096336292813,0.0949550061731043,0.9897676525572143
VASP,0.45284,0.05387994279572177,0.5778444444444444,0.013129068893955457,-0.0024444444444444713,0.992779305720513,0.26733482202489073,0.10655581328851142,0.9980523737803223
VEGFB,0.06255,0.696862430229322,-0.08922000000000004,0.6781843465120891,-0.03522500000000005,0.8814080016996325,0.8737224502262331,0.8448002584323063,0.9939549333965099
VNN1,0.18537,0.18049826929656262,0.03339999999999997,0.6728908344755571,-0.15095555555555562,0.3518241041060693,0.455979290793896,0.8432659569152545,0.9471774407456163
VTI1A,0.396,0.03398891671041325,0.74205,0.011767904247713344,0.21121249999999994,0.48828586819195796,0.23195863423496976,0.10398219314744361,0.9494267907001803
WASL,0.13725000000000004,0.5673881814716062,0.27452,0.39293612632780095,0.20673749999999996,0.6774778975524419,0.7915415371147099,0.6611949250578919,0.9619401148472417
XIAP,0.6532250000000001,0.08194107674296512,0.54076,0.03282444714204525,-0.3074125000000001,0.4094656396540456,0.3148740765901557,0.15648322394451641,0.9471774407456163
YWHAQ,0.248075,0.38359022421666344,0.7668499999999999,0.021633442069251323,0.3098874999999999,0.43093726123946086,0.6551169953113499,0.12802510555170873,0.9471774407456163
YY1,-0.09060000000000004,0.8050488943255463,-0.17519,0.39723971248196144,-0.15942499999999998,0.48868281398479607,0.9185373403994,0.6646299973075186,0.9495005289691986
ZBP1,0.12328749999999997,0.39498246485913246,-0.20006999999999991,0.1567778564825581,-0.21333749999999996,0.31191409235998024,0.6673136755354406,0.3994911902391637,0.9471774407456163
ZNF174,0.5199374999999999,0.017982351438763998,0.041589999999999974,0.8719156168549598,-0.32519999999999993,0.4349763571424399,0.19132443784127806,0.9456074279954809,0.9471774407456163
ABHD14B,0.12346666666666661,0.5418728669093023,0.496488888888889,0.059888059895003516,0.3730222222222223,0.17802523534506184,0.7735774941591497,0.2202425989252029,0.9471774407456163
ACVRL1,0.0833,0.28012969558816075,0.07296666666666665,0.5466293068818813,-0.010333333333333337,0.9365511939395481,0.5695647374657552,0.7753329291246601,0.9940568131447077
ADAM22,-0.012155555555555555,0.899411129119332,-0.11551111111111109,0.3649214743483974,-0.10335555555555556,0.4214756865564179,0.9557876334426334,0.6381781497830902,0.9471774407456163
ADAM8,0.08922000000000001,0.11998281785648705,0.05518000000000003,0.6166583160583237,-0.03403999999999999,0.7614367988946997,0.38067982598526884,0.8149987101121705,0.9807934968107775
ADGRB3,-0.001133333333333332,0.9848061181633094,-0.04438888888888888,0.6472357739521206,-0.043255555555555554,0.6428219158404391,0.9925764580321794,0.8314729793927986,0.9619401148472417
AFP,0.0941111111111111,0.20297189067201735,0.04868888888888891,0.6350158305887483,-0.045422222222222204,0.6546311526078361,0.4820787508442902,0.8231538518962562,0.9619401148472417
AGR2,0.15834444444444434,0.7866321555794497,-0.31252222222222226,0.46681891497276295,-0.4494625,0.6540746048936634,0.9109677860041083,0.7195771102780575,0.9619401148472417
AHSP,-0.95373,0.05991076384144339,-0.2473,0.238371960661212,0.7064300000000001,0.09881941680996714,0.2780692324899853,0.5031155319128167,0.9471774407456163
AKT1S1,-0.4795222222222222,0.08189876649685754,0.03046666666666669,0.8934711482376663,0.6517,0.06594865779101955,0.3148740765901557,0.9559425468034463,0.9151422335713614
ALDH1A1,-0.39611,0.01349615470783597,0.04700999999999998,0.5071857201175778,0.44311999999999996,0.009945918268454264,0.1746771036635334,0.7506859676097952,0.7865420294170457
AMFR,0.34811111111111104,0.07189534840025377,-0.1521222222222222,0.4486611727843173,-0.4928499999999999,0.01730398292931389,0.30141444717461124,0.7051189729663565,0.8143181893514128
ANXA10,-0.44323333333333337,0.0631733844827445,-0.09413333333333335,0.6190706467995151,0.3030125,0.3403396787872822,0.28423185851501276,0.8156186369044731,0.9471774407456163
ANXA3,0.59503,0.010490165814284339,0.65251,0.02025699955151307,0.05748000000000001,0.8585949954406734,0.1607836095052678,0.12476952763594423,0.9938501124438283
ANXA5,0.04223333333333333,0.7918260630555769,-0.10157777777777778,0.4314835250873498,-0.0517,0.6490099234244584,0.9130239298497979,0.6914139085199341,0.9619401148472417
APOH,0.04878,0.4928372000010174,0.06637000000000001,0.3641769802433874,0.017590000000000012,0.8454538765163827,0.73354262225242,0.6381781497830902,0.9921602299275276
APP,0.19207000000000002,0.1965815512531865,-0.09893999999999997,0.7626171671062769,-0.29100999999999994,0.40831063332914597,0.47479719749017707,0.8894677399596037,0.9471774407456163
APRT,0.5045444444444445,0.27009495402582123,1.493377777777778,0.00683078706803327,0.9888333333333335,0.0882152917755675,0.5588302640337062,0.09742161362078518,0.936333047242807
ARID4B,-0.11097777777777779,0.6290752436618039,0.2188555555555555,0.15134416254030264,0.35351250000000006,0.180720054102255,0.8349519806418768,0.3914165048797616,0.9471774407456163
ARSA,0.14148,0.2254926327968515,-0.011730000000000008,0.9512950829575221,-0.15321,0.4753262514587596,0.5088539848446139,0.9789879386654082,0.9471774407456163
ASAH2,0.026277777777777764,0.558828242856169,0.026011111111111124,0.8385766820153464,-0.00026666666666666196,0.9985364503866276,0.7865539697497546,0.9279616918120858,0.9990080677395182
ASGR1,0.2447888888888889,0.0022082269037491274,0.17094444444444445,0.07292834201732079,-0.07384444444444445,0.4743367911849833,0.10137141630023339,0.24799012598019501,0.9471774407456163
ATF2,0.1562222222222222,0.47030153456639845,0.19927777777777778,0.16166007544066113,0.0035125000000000017,0.9912728059195288,0.7129751850134565,0.40859458058122994,0.9979739900608579
ATP5PO,-0.2825555555555555,0.21931362358216558,-0.02305555555555556,0.9293372974170915,0.3374875,0.39039440668887027,0.499491027972405,0.9720160127488128,0.9471774407456163
ATP6V1F,-0.10743333333333331,0.7136193690374957,0.09342222222222221,0.6677721351469063,0.05908749999999996,0.7907015601246024,0.8796330121560565,0.8418182513758283,0.985768737086236
ATXN10,0.4714777777777777,0.11608694084402578,-0.23856666666666668,0.4861529970316435,-0.3728375000000001,0.31682025905439576,0.3760346551265135,0.7318665630938164,0.9471774407456163
B4GAT1,0.07995000000000001,0.27586327070465605,0.12791000000000002,0.05360009023644434,0.047960000000000017,0.6349014926786865,0.5640127274393038,0.20558363591993928,0.9619401148472417
BAG3,-0.06821111111111115,0.5869025469995952,0.011566666666666671,0.9157040315184688,0.07977777777777781,0.6031741865481126,0.8062887815380522,0.966357199928614,0.9619401148472417
BAX,-0.2915111111111111,0.2837462976694313,0.18258888888888888,0.6271914796598781,0.44713749999999997,0.33723146248617464,0.5729530051909204,0.8186088703868155,0.9471774407456163
BCAM,0.034510000000000006,0.5104209653836833,0.12985000000000002,0.06509398409866628,0.09534,0.25992812495019774,0.7475657010454942,0.2323768229427479,0.9471774407456163
BCAN,-0.22060000000000002,0.05291405624356774,-0.36614444444444444,0.010443920188534895,-0.14554444444444442,0.1929280242914526,0.26665779973173587,0.10042271686228481,0.9471774407456163
BIN2,0.8168399999999998,0.016934122665809563,1.50995,0.005584221884526696,0.6931100000000001,0.17922603642361123,0.18792396730917132,0.0949550061731043,0.9471774407456163
BLVRB,-0.5307499999999999,0.043852062667803726,-0.20851999999999996,0.04524624184944766,0.32222999999999996,0.173285759400499,0.24788089811044448,0.18743431103805927,0.9471774407456163
BMP4,-0.03404444444444435,0.706214572504968,-0.037844444444444424,0.5721443497044684,-0.003800000000000075,0.9766388222863658,0.8777618404745452,0.7914281913884341,0.994306177352909
BRK1,-0.41888888888888887,0.11538332976294204,0.052622222222222244,0.8034667717437183,0.2606625,0.3931651128623359,0.3760346551265135,0.9103684440351115,0.9471774407456163
BST1,-0.019779999999999985,0.7105044165976839,0.06730999999999998,0.11584244186052092,0.08708999999999997,0.23642332097129506,0.8795228110402308,0.333346899160505,0.9471774407456163
BST2,0.054690000000000016,0.5375610323333719,0.14006,0.0533477424508631,0.08537,0.40810172575636106,0.7696658445396913,0.205151397016539,0.9471774407456163
C19orf12,0.004288888888888866,0.9821189163391144,0.03713333333333329,0.8463598876921773,-0.120925,0.6639241480249141,0.9919097202489922,0.9309394790383752,0.9619401148472417
C2CD2L,0.29066666666666663,0.20789281222789846,0.18552222222222226,0.41796783647458335,-0.013037499999999994,0.9665111258270127,0.48515797982505404,0.6822163908679588,0.994306177352909
CA2,-0.5418500000000002,0.3267061918770764,0.22027999999999998,0.4122103568244917,0.7621300000000002,0.15108506965200033,0.6121573926880424,0.6780591774201841,0.9471774407456163
CA6,0.023450000000000016,0.6084325285856018,0.10262999999999997,0.0518665410385763,0.07917999999999996,0.0798539226009597,0.821873457004367,0.20156600207848832,0.9151422335713614
CALB2,0.2211777777777778,0.09907028073816052,0.2438666666666667,0.04807912323465468,-0.03856249999999997,0.8372878204493979,0.3444597453357581,0.19350200556632252,0.9911725684990748
CALCA,0.7087111111111111,3.2510348293633293e-07,0.5984111111111111,0.0015832982462454846,-0.11030000000000004,0.3581780700179511,0.0009551540328669462,0.07198964174581236,0.9471774407456163
CARHSP1,-0.6335999999999999,0.1908574784717946,0.06876666666666668,0.6050352050455287,0.6463749999999999,0.26547006382279376,0.4678993083835949,0.8081335597150143,0.9471774407456163
CASP1,-0.5594555555555556,0.31830283288989764,0.3956555555555556,0.35235359572741015,0.8753125,0.30586331627919927,0.6043733302914616,0.6289276210492899,0.9471774407456163
CASP10,-0.29064444444444454,0.770254063563166,0.29798888888888886,0.5173710854796864,1.0641375,0.427950655371112,0.9044109840540865,0.7611598643662085,0.9471774407456163
CC2D1A,0.5717444444444444,0.16635359740188516,1.2631333333333332,0.007159825611388621,0.6913888888888889,0.14253571671040932,0.4379452232676869,0.09772900575722467,0.9471774407456163
CCL19,0.07640999999999999,0.37333984787823493,0.24788000000000004,0.008864072619648784,0.17147000000000004,0.19551494072944192,0.6467408449683103,0.09968436135564301,0.9471774407456163
CCL2,-0.19634444444444446,0.08222609789297176,-0.14787777777777777,0.47218302143054147,0.04846666666666667,0.8378046312987197,0.3149677648103664,0.7236691272628747,0.9911725684990748
CCN5,-0.013280000000000017,0.8944784126153928,0.12601999999999997,0.2834761534371193,0.13930000000000003,0.3379608112434375,0.9535477417503716,0.5552532745353156,0.9471774407456163
CCS,-0.060500000000000026,0.8458816307476635,0.4704222222222223,0.07229272296479418,0.5309222222222222,0.14483516848361686,0.9305256142302728,0.2463990952094725,0.9471774407456163
CD109,0.03688,0.39917720175721105,0.06533000000000003,0.34779086860286,0.028449999999999996,0.5502665269626472,0.6693964718965103,0.6238153674940188,0.9519862693342023
CD164,0.23196999999999995,0.16842243907083443,0.15167,0.1617411494948844,-0.08030000000000001,0.6011651220990702,0.44141402853712003,0.40859458058122994,0.9619401148472417
CD177,0.07317000000000003,0.1417521551600848,0.07604000000000001,0.4583062859783812,0.0028699999999999976,0.9812695810096073,0.40591406614067166,0.7135685576070397,0.9952946896706719
CD274,0.16317777777777775,0.29519017072642856,0.19339999999999996,0.16810761762709006,0.0302222222222222,0.8683035801987447,0.5826324126828532,0.41804461000796117,0.9938501124438283
CD300C,0.06217000000000002,0.4103791084052082,0.09262,0.0951134045698887,0.030449999999999998,0.7122876046151562,0.6755493062533279,0.29415071855403474,0.9731307826730388
CD300LG,-0.0034199999999999786,0.9546314127323985,0.07811000000000001,0.1334009129848792,0.08152999999999998,0.2638106156775638,0.9816965665410523,0.36256418348711844,0.9471774407456163
CD34,-0.04436000000000001,0.5788536835762645,0.013649999999999973,0.8135925769104433,0.058009999999999985,0.5836432408176828,0.801070241331637,0.9168910590574922,0.9584788980682318
CD63,0.4229,0.02879252372156506,0.38635555555555556,0.13624842959552644,-0.03654444444444449,0.8762208205231214,0.2180096336292813,0.3672457671116116,0.9939549333965099
CD74,0.14737,0.06581290534206777,0.15010999999999997,0.02470966912164623,0.0027399999999999786,0.9746723909337013,0.28944474925273095,0.13583746298696903,0.994306177352909
CD8A,0.25347,0.0006956110493033873,0.2988,7.519926521114513e-05,0.04532999999999997,0.3541289016463214,0.05351589916471161,0.023214424440520416,0.9471774407456163
CD99,0.05298999999999998,0.17324218348194162,0.15118,0.004025033560731603,0.09819000000000001,0.01538074176459612,0.44765658317497314,0.08945185066478033,0.8143181893514128
CD99L2,0.008409999999999996,0.8660273735383087,0.12835,0.0422934688264226,0.11994,0.012663902908445551,0.9415628051776928,0.17930477837233708,0.8054741543349357
CDCP1,0.061777777777777786,0.3909170290817797,-0.009666666666666688,0.9122808110626961,-0.07144444444444448,0.41661343110869553,0.6622101474554098,0.9654868662558705,0.9471774407456163
CDH15,-0.06987000000000002,0.46629236730480406,-0.010160000000000013,0.9237000174822766,0.05971,0.681525097454247,0.7094598524813642,0.9699180312233483,0.9619401148472417
CDH3,-0.025869999999999997,0.6552327661676882,-0.06977000000000003,0.3942862799496435,-0.04390000000000003,0.6314121170414617,0.8508320689485187,0.6620078001496004,0.9619401148472417
CDHR1,0.07292222222222225,0.6849860707623301,-0.16728888888888888,0.3567728997788561,-0.41288749999999996,0.17221078083587865,0.8670784471778223,0.6310648883505595,0.9471774407456163
CERT,-0.02788888888888887,0.8774008880846208,0.2342444444444444,0.41957777403438956,0.18411249999999996,0.5249878656888881,0.9440881422567791,0.6833256652511288,0.9519862693342023
CETN2,0.35564444444444443,0.22026892928556507,0.6864888888888889,0.010598476020337994,0.36970000000000003,0.16580485378503831,0.5005027952366513,0.10042271686228481,0.9471774407456163
CGA,0.20965999999999996,0.19419087572579302,0.32011,0.03908446403626272,0.11045000000000002,0.5307243479851054,0.470348551428178,0.1705860505958198,0.9519862693342023
CHGB,-0.28942999999999997,0.01874315595432773,-0.32149,0.04337155700489148,-0.03206000000000002,0.8472835797053616,0.19465958039720954,0.18245704918778968,0.9921602299275276
CHMP1A,0.5769555555555556,0.11572516822172087,1.2304666666666668,0.01739631699675725,0.6535111111111112,0.17001819532910042,0.3760346551265135,0.1171652532369276,0.9471774407456163
CLEC10A,-0.008522222222222202,0.8835066281407646,-0.003377777777777776,0.9659731463298142,0.005144444444444427,0.9508967417855785,0.9473512676925425,0.9851473227202153,0.9940568131447077
CLEC11A,0.03963000000000001,0.42954773138237745,0.21373000000000003,0.010139432420864375,0.17409999999999998,0.07702488030541436,0.6857963720367232,0.10042271686228481,0.9151422335713614
CLEC14A,-0.043360000000000024,0.390058672812561,0.12718000000000002,0.051654978706879816,0.17054000000000002,0.040719299798637004,0.661658418431469,0.20127629634060065,0.873235786922595
CLEC1B,1.0501900000000002,0.0018501932458673343,1.03413,0.006006851036107869,-0.016059999999999963,0.9616197792427827,0.09372185786824531,0.0949550061731043,0.994306177352909
CLPP,0.5252333333333333,0.030744302765480114,0.9258555555555557,0.04011569323123818,0.4006222222222223,0.3882975538445349,0.22247970818960736,0.17348277017321043,0.9471774407456163
CLPS,-0.09884999999999997,0.267039342707187,0.20327,0.029686892220429712,0.30212,0.015654140023383063,0.554996159595443,0.1493275125658018,0.8143181893514128
CLSPN,-0.14126666666666665,0.1977572639308923,0.06291111111111111,0.6378989488268598,0.1303625,0.46065156067661095,0.47662907418290534,0.8246641921380339,0.9471774407456163
CLSTN1,0.4461666666666667,0.2641468597280931,0.11767777777777774,0.6329219450358414,-0.22422500000000004,0.6219629921537457,0.5539419678142423,0.822071032058047,0.9619401148472417
CNTN3,-0.00641000000000001,0.9144950449120597,0.07429999999999999,0.16461718603429482,0.08070999999999999,0.35755980445727753,0.9619715151992951,0.4123148274243463,0.9471774407456163
CNTN4,0.05614000000000001,0.42574577053356677,0.12576,0.10857900602225656,0.06962,0.3639070563722643,0.6853124768051386,0.31900511969338974,0.9471774407456163
CNTN5,0.06519,0.2641499989474995,0.06943999999999999,0.16231264950297958,0.004250000000000004,0.9517637220476728,0.5539419678142423,0.40863287424143446,0.9940568131447077
COPE,-0.031688888888888905,0.8393499741725883,-0.08863333333333333,0.5541299751622991,0.017987499999999997,0.9423688914582544,0.9284924568666677,0.780457270866172,0.9940568131447077
CPA2,-0.12913000000000002,0.3539533259053985,-0.015220000000000039,0.8563055944259813,0.11390999999999998,0.5173210251605956,0.6325516250061198,0.9359471117647072,0.9519862693342023
CPM,0.08009999999999999,0.24877747922554583,0.10412999999999999,0.0938226342396974,0.024030000000000006,0.7169443727830196,0.5342896447110042,0.291694073435165,0.9740601361691527
CPPED1,0.10402999999999998,0.6842370648583896,0.38018,0.009076180039581612,0.27615,0.31825855490812155,0.8665036623077366,0.09968436135564301,0.9471774407456163
CRADD,0.49327777777777776,0.25947571949211984,1.1825777777777777,0.00534029980412954,0.6892999999999999,0.1745211636057123,0.5484458013437756,0.0949550061731043,0.9471774407456163
CRIP2,-0.24368888888888898,0.021710643373088413,-0.2740666666666667,0.02282267842697756,-0.030377777777777712,0.8086562208353067,0.20240610399962805,0.13083395964939196,0.9878909085586111
CRTAM,0.08807777777777781,0.19145259077859458,0.008788888888888895,0.9172769889614842,-0.07928888888888891,0.43923387974650563,0.46868806308112326,0.9665469627857719,0.9471774407456163
CSF2RA,0.04837777777777777,0.5355144393022044,0.035866666666666665,0.6653544941148128,-0.012511111111111103,0.8970804968806753,0.7683961001035375,0.840417671414153,0.9939549333965099
CST5,0.04753333333333335,0.6740038120574164,-0.11472222222222224,0.26852243074030707,-0.16225555555555557,0.047123085714921,0.8590990020931408,0.5384558530499906,0.9064257716854434
CTRB1,-0.17703999999999995,0.0003253301114672234,-0.050480000000000025,0.29916298707251854,0.12655999999999995,0.0515053443245006,0.03509975341493238,0.5729407736044999,0.9064257716854434
CTSS,0.13266000000000003,0.05854328574320616,0.22549000000000002,0.008714405705749544,0.09282999999999997,0.1662391935710204,0.2752002776216635,0.09968436135564301,0.9471774407456163
CX3CL1,0.08031111111111114,0.46556704084271394,-0.07343333333333334,0.6891124913986304,-0.15374444444444446,0.4421560549887974,0.7094584885870817,0.8471182007235046,0.9471774407456163
CXCL11,0.23472999999999997,0.020810324898609837,0.23357,0.07847234304084345,-0.0011600000000000165,0.9937795255206019,0.20208599072969882,0.2609637258317448,0.9982011704117378
CXCL13,0.38082999999999995,0.0003968951955395472,0.33113000000000004,0.04627056834945823,-0.04969999999999995,0.7627284258056527,0.03764807680266044,0.1890722250496638,0.9812023557990273
CXCL8__Neurology,-0.004011111111111126,0.9772895306639564,-0.004288888888888898,0.9896166624851161,-0.0002777777777777842,0.9994798129595637,0.990095393479553,0.9938023440830098,0.9994798129595637
DARS1,0.6599444444444446,0.11330227717730834,1.221588888888889,0.0047020633791731705,0.5616444444444445,0.26763152104601146,0.37444554594705504,0.09387583957661252,0.9471774407456163
DBI,0.34443999999999997,0.14922168925073842,0.67466,0.008974408327109974,0.3302199999999999,0.26635406714715915,0.4183333234910968,0.09968436135564301,0.9471774407456163
DCTN6,-0.21898888888888887,0.21554394490029222,0.4151111111111111,0.27529912430314074,0.8996249999999999,0.011755363195618776,0.49497306064012997,0.5476159967519482,0.7865420294170457
DDR1,-0.007419999999999987,0.9270663156749241,0.03832,0.4807679617524523,0.04573999999999999,0.5737613018983101,0.9675740090418924,0.7294692445456423,0.956703010770281
DKK1,0.39855999999999997,0.010122924143340728,0.13466,0.6707508828700268,-0.26389999999999997,0.38867230941927744,0.1607836095052678,0.8427335747764957,0.9471774407456163
DKK4,0.24166666666666664,0.06216271460630828,0.2753777777777777,0.06270764638540308,0.03371111111111115,0.8322960934285462,0.28140840602979,0.22784415904637248,0.9911385037330857
DNMBP,0.5503555555555555,0.04955337758943518,0.9647333333333334,0.0042538232913806925,0.41437777777777784,0.21459754243232673,0.2581595471999858,0.09065588056773868,0.9471774407456163
DPEP1,0.027633333333333336,0.6574763374077504,0.07006666666666667,0.361408459824397,0.04243333333333332,0.6064707201237352,0.8515030334141825,0.6358191945892685,0.9619401148472417
DRAXIN,0.11032222222222227,0.14684293821970001,0.08778888888888887,0.23312549492026627,-0.022533333333333374,0.7918438308302602,0.41343533838148366,0.4971029451831099,0.985768737086236
DSC2,0.013189999999999997,0.839950691649273,0.05658999999999999,0.34099223751782537,0.043399999999999994,0.34714598636119265,0.9284924568666677,0.6168935922582334,0.9471774407456163
DSG2,0.08373000000000003,0.026001759210184976,0.057389999999999976,0.3824632230736653,-0.02634000000000005,0.7242966867842746,0.21482755378190904,0.6530546807260571,0.9762572927931781
DUSP3,0.053944444444444524,0.8599576690694442,0.10431111111111112,0.4006994340463559,-0.08885000000000001,0.6455684216832944,0.939589301497221,0.6671940737676894,0.9619401148472417
EBAG9,0.49863333333333326,0.13907215521098887,1.3497666666666668,0.002374024089268334,0.8511333333333335,0.05316862763622172,0.40591406614067166,0.07664706345352049,0.9064257716854434
ECE1,-0.09077777777777779,0.7355936138765656,0.46752222222222223,0.03475563744608965,0.49474999999999997,0.11591827909006075,0.8901046283234555,0.16000067057421485,0.9471774407456163
EFNA1,0.20828999999999995,0.04370193525711778,0.12240999999999998,0.18992848428302975,-0.08588,0.5005594181817674,0.24788089811044448,0.4485610022697278,0.9519862693342023
EFNA4,0.0968222222222222,0.20471214148535255,-0.026200000000000008,0.8212528877631694,-0.12302222222222221,0.26419590019548866,0.48352464393895694,0.9203498853294734,0.9471774407456163
EIF4B,0.031199999999999936,0.9469160653730135,0.6734000000000001,0.012073960989667183,0.6422,0.1654359891937289,0.9761541754617242,0.10425158837055143,0.9471774407456163
ENO1,0.6115999999999999,0.09278962087248091,0.8603299999999999,0.038646618233177006,0.24872999999999998,0.6003598031993191,0.3316495208313247,0.1705860505958198,0.9619401148472417
ENO2,0.43548,0.06920374896578023,0.75544,0.01063969868282434,0.31995999999999997,0.3603434411727734,0.2970382751514861,0.10042271686228481,0.9471774407456163
EPHA10,0.13052222222222218,0.678706140358613,-0.40597777777777777,0.1990145637540995,-0.4073375,0.2926921287685361,0.8621005794957219,0.45949071036134215,0.9471774407456163
EPHB6,-0.018966666666666663,0.7479568891320851,-0.07696666666666667,0.4755644021122042,-0.05800000000000002,0.6415633026360522,0.8937681928979407,0.7259873160344614,0.9619401148472417
EREG,0.21606666666666666,0.3057156375008993,-0.19574444444444442,0.683844813399602,-0.4118111111111112,0.3271412085614713,0.5909161466958172,0.8448632587024221,0.9471774407456163
EZR,-0.01413999999999999,0.86568648477369,0.044549999999999985,0.5223213189893309,0.058689999999999985,0.6303970351598088,0.9415628051776928,0.7633751010311027,0.9619401148472417
F11R,0.43974,0.02785371790494451,0.75198,0.0017224551947206798,0.31223999999999996,0.2509396119848902,0.21706690505232618,0.07198964174581236,0.9471774407456163
FABP5,0.3431100000000001,0.18477014286328458,0.6557000000000001,0.004339522681940339,0.31259,0.34900955270179845,0.4620039827509192,0.09141445887546157,0.9471774407456163
FCER2,0.12994,0.009624888243434023,0.33213,0.0020092411923609984,0.20218999999999995,0.03773628674914369,0.16058218162856128,0.07198964174581236,0.8528400805306474
