protein,fc_pre,p_pre,fc_post,p_post,fc_interaction,p_interaction,fdr_pre,fdr_post,fdr_interaction
IFNG,-0.38404999999999995,0.41930583669750066,0.1840777777777778,0.8070798559556556,0.6046444444444443,0.5037246445174076,0.6827097922419254,0.9123443540640651,0.9519862693342023
IFNGR1,-0.03051000000000001,0.424902137827725,0.042280000000000005,0.46215440726380164,0.07279000000000001,0.19963812543532142,0.6853124768051386,0.7165222419741685,0.9471774407456163
IFNLR1,0.0784625,0.3459888500266876,0.1127,0.4075835637237021,0.00994285714285715,0.9228126446750844,0.6254400502296797,0.6761606494750066,0.9940568131447077
IKBKG,0.6067250000000001,0.04970731413101408,1.118125,0.012704633795563896,0.5036714285714285,0.4422846239379939,0.2581595471999858,0.10544128274397381,0.9471774407456163
IL10,-0.19597000000000003,0.38925647167642874,-0.12904444444444443,0.6730624819016682,0.12597777777777777,0.7104519439222303,0.6606790951966192,0.8432659569152545,0.9731307826730388
IL10RA,-0.10761000000000003,0.4987838160489457,-0.04541111111111107,0.8298800753608808,0.07290000000000006,0.8255438789132834,0.7376858293634049,0.924710538541159,0.9897676525572143
IL10RB,0.13165,0.01720610864743604,0.06308,0.2142225984008019,-0.06856999999999999,0.2781569101013964,0.18792396730917132,0.47608622851857485,0.9471774407456163
IL11,0.09512000000000001,0.6780740615335423,0.13222222222222224,0.4815243513338968,0.09474444444444442,0.7679507854774229,0.8620430951040879,0.7294692445456423,0.9812334329398464
IL12B,0.08787,0.031451074077385704,0.03969999999999999,0.592703562714582,-0.04817000000000001,0.5195541581732075,0.22434922053807554,0.801727030300665,0.9519862693342023
IL12RB1,-0.08233000000000003,0.8164541861678519,-0.18385555555555558,0.47358517173039405,-0.0838666666666667,0.8801485353441689,0.9219347890305949,0.7249284409133891,0.9939549333965099
IL13,-0.15277,0.1583298696140927,0.10715555555555557,0.4503973834589349,0.29832222222222227,0.0780910268399822,0.4279367017677313,0.7061192703320975,0.9151422335713614
IL15,0.024374999999999997,0.45880352220826826,0.19858749999999997,0.09019825563943583,0.1587285714285714,0.25172725120588124,0.7053714014902628,0.28372856003068786,0.9471774407456163
IL15RA,-0.03777000000000005,0.8750621095400695,0.1290888888888889,0.47943004446358795,0.1777333333333334,0.4314490988995501,0.9431161755865928,0.7285774093116186,0.9471774407456163
IL16,-0.047830000000000004,0.47535941921695846,0.0025699999999999833,0.9843801197007791,0.050400000000000014,0.7192848390351956,0.7173117481558418,0.9928282841335011,0.9747503953345962
IL17A,-0.04550000000000003,0.7107320047382525,0.09506666666666666,0.6136807997228215,0.22392222222222224,0.3291766565232914,0.8795228110402308,0.8128918798853244,0.9471774407456163
IL17C,-0.0063799999999999855,0.9713019758321726,-0.0203888888888889,0.854731000445309,0.0761222222222222,0.5934043561966822,0.9870537533283615,0.9353065585214374,0.9619401148472417
IL17D,-0.16179000000000004,0.14416215719681336,0.25924444444444444,0.03261715895553123,0.48576666666666657,0.00026099583789835284,0.40922552448718613,0.15601920911871467,0.6408264471695905
IL17F,-0.2146199999999999,0.30460415474477515,0.1977777777777778,0.1728413302467917,0.4909444444444444,0.024574334780514632,0.5899321072117003,0.422820839521294,0.8143181893514128
IL17RB,0.022362499999999993,0.743553938478708,0.04519999999999998,0.7346868809806247,-0.021885714285714286,0.9067121850891505,0.892021833911982,0.8745988882986528,0.9939549333965099
IL18,0.15923999999999996,0.08952342621810899,0.2545800000000001,0.00011175109094033716,0.09534000000000005,0.3166935784526721,0.32918626561802783,0.027693482874568714,0.9471774407456163
IL18R1,0.030430000000000002,0.40446578728623805,0.015449999999999986,0.8322991445229331,-0.014980000000000038,0.8496511703531857,0.6717470226381953,0.9261945497661976,0.9921602299275276
IL1A,-0.44632999999999995,0.5772590296799176,0.19529999999999997,0.35365489904596975,0.7590666666666667,0.4221788055572795,0.7999938816979235,0.6297200566042782,0.9471774407456163
IL1B,-0.5104,0.3236469176155957,0.39997777777777777,0.08987914153330608,0.9835555555555554,0.1509457125915525,0.6095350281760386,0.28357176959628766,0.9471774407456163
IL1R2,0.06415,0.19927142256526473,0.048469999999999985,0.22611462339379465,-0.015679999999999996,0.7980857178720524,0.47706580021856265,0.4902765782516374,0.985768737086236
IL1RL2,0.2049,0.07716802190807209,0.21528888888888886,0.06830465349450407,0.04203333333333333,0.7751914496448795,0.30860783880246806,0.2388310528487894,0.9825334249597308
IL1RN,0.21699000000000002,0.0047232022710807205,0.1358200000000001,0.353462852374579,-0.08116999999999995,0.6147463670835547,0.132455724147496,0.6297200566042782,0.9619401148472417
IL2,-0.35216000000000003,0.07972588603803427,0.29811111111111116,0.3361642493264281,0.5950333333333333,0.06398915668295513,0.31273216757642663,0.6123066116063519,0.9131181923353178
IL20,-0.18325,0.3524183432250627,0.06420000000000001,0.779474744381095,0.14544444444444443,0.6419878399975729,0.6319856820797859,0.8987648115920525,0.9619401148472417
IL20RA,0.018350000000000033,0.931908556825146,0.22777777777777775,0.2569025609780329,0.24421111111111107,0.29599365099295577,0.970559142131258,0.5239937123918537,0.9471774407456163
IL22RA1,-0.05074000000000001,0.7595929272868378,0.20240000000000002,0.10703961318541268,0.2330777777777778,0.37170604936051693,0.8995098832602698,0.31765897327145703,0.9471774407456163
IL24,-0.06783999999999998,0.7412260023010844,0.3903111111111111,0.05927521419475099,0.5140333333333333,0.19049615218218616,0.8913745191791196,0.21905733245808606,0.9471774407456163
IL2RB,-0.20712000000000003,0.45160328632435554,0.05825555555555558,0.7801401232294315,0.2295111111111111,0.5043790515975486,0.7016448731998712,0.898843796881596,0.9519862693342023
IL32,-0.07247500000000004,0.40344073221989063,-0.07995000000000001,0.40979364642389826,-0.06547142857142854,0.672806907509854,0.6712699366406931,0.6779131380593543,0.9619401148472417
IL33,-0.36268,0.19915289926160207,0.7653666666666666,0.049242059352638756,1.0846555555555557,0.07580125659020955,0.47706580021856265,0.1960341062033234,0.9151422335713614
IL3RA,-0.20746999999999996,0.09423799756091072,-0.20381111111111105,0.6573880298571941,0.01586666666666669,0.9758184496174893,0.3351952019781546,0.8368310362740192,0.994306177352909
IL4,0.42219999999999996,0.6027597895944006,-1.4696555555555557,0.08196124974900668,-2.0289222222222225,0.03087592018893608,0.8172165490670739,0.2696552651316703,0.818148604207796
IL4R,0.01773749999999999,0.8256622063006525,0.0668,0.5495647996755317,-0.00811428571428571,0.9639815970731964,0.9258422409472198,0.7766336611095297,0.994306177352909
IL5,-0.2370499999999999,0.8459611693699995,-0.1681888888888889,0.6615554180157832,0.1156777777777777,0.9425649221592372,0.9305256142302728,0.8389014977916082,0.9940568131447077
IL5RA,0.1102,0.2038766991711111,0.109075,0.48613241302256416,-0.09027142857142856,0.5749990047541262,0.4832004598407489,0.7318665630938164,0.9570494671275532
IL6__Inflammation,0.45711250000000003,0.2577197807715125,0.58795,0.2620184274568325,-0.04601428571428586,0.944374650355297,0.5469219668213448,0.5298073915128519,0.9940568131447077
IL7,0.1365875,0.4577182022905887,0.060075,0.8818016844553602,-0.24788571428571432,0.5723787110920401,0.7051259090614392,0.9485859605885216,0.9554821893115988
IRAK1,0.71803,0.010607345547078494,0.7096222222222222,0.010925060890626472,0.0625,0.8476810095712147,0.1607836095052678,0.10183942584695803,0.9921602299275276
IRAK4,0.5420375,0.14149451514690428,1.4122,0.006078179995824628,0.9058857142857143,0.2311870439944746,0.40591406614067166,0.0949550061731043,0.9471774407456163
ISM1,-0.20287500000000003,0.02653675231081252,-0.06415000000000001,0.5975963032333009,0.04969999999999998,0.7549216179604502,0.21482755378190904,0.8050945599235427,0.9807934968107775
ITGA11,-0.006912499999999992,0.9433247196118184,0.0033500000000000266,0.9744588194726413,-0.04778571428571427,0.7422272046314683,0.9748462983536836,0.9879089066979366,0.9800993461384845
ITGA6,0.14193749999999988,0.2556217794067514,-0.31145,0.11107849393427947,-0.5264857142857141,0.05094065554899754,0.5452511958735458,0.32348343578964045,0.9064257716854434
ITGB6,0.15314,0.1741826938216558,0.045599999999999995,0.8064197126794932,-0.14659999999999998,0.4386988464496294,0.4477889452645188,0.9123443540640651,0.9471774407456163
ITM2A,-0.37875,0.14144582515727433,0.11236249999999992,0.3442023057335411,0.4355142857142856,0.15254907516283278,0.40591406614067166,0.6196485136306028,0.9471774407456163
JCHAIN,-0.25477999999999995,0.45792383747080534,0.644088888888889,0.04370248897776514,0.8557888888888889,0.05833263810473883,0.7051259090614392,0.18316392669996287,0.9064257716854434
JUN,-0.038430000000000006,0.8308360029326212,0.17853333333333332,0.2922236466187404,0.21706666666666663,0.3624939259735325,0.9267259592316025,0.5659545641172441,0.9471774407456163
KLRB1,-0.026880000000000008,0.6215115625030405,0.013600000000000001,0.8293181850294071,0.04048,0.4715863607035008,0.8296233396792063,0.924710538541159,0.9471774407456163
KLRD1,0.029830000000000002,0.42649799195564686,0.08940000000000002,0.08689310870466949,0.05957000000000001,0.2614169268590352,0.6853124768051386,0.27842069576859885,0.9471774407456163
KRT19,0.04351250000000004,0.8074447693145792,-0.23099999999999998,0.4889972141787329,-0.3337571428571429,0.4130683854769409,0.9189964919173103,0.7342477257924037,0.9471774407456163
KYNU,0.009330000000000022,0.773842672263517,0.06604999999999994,0.19537780132730306,0.056719999999999916,0.26160982736171057,0.9050755458241294,0.45557141293620346,0.9471774407456163
LAIR1,0.08781999999999998,0.07948045178298177,0.11453000000000002,0.18181734122681628,0.026710000000000022,0.7713343013833495,0.31273216757642663,0.43893126419423684,0.9812334329398464
LAMA4,0.29139,0.0002922213866525496,0.27785000000000004,0.01214764171237939,-0.013540000000000002,0.8711178164692657,0.03509975341493238,0.10425158837055143,0.9938501124438283
LAMP3,0.042510000000000006,0.4112012936536358,0.03763999999999999,0.49418925270435976,-0.004870000000000018,0.9402577651761987,0.6763963451297045,0.7396474908025517,0.9940568131447077
LAP3,0.21404,0.3439492885329666,0.2292777777777778,0.4311396624143775,-0.10402222222222221,0.7502642100897223,0.6247929926113861,0.6914139085199341,0.9807934968107775
LAT,0.81511,0.020508916050148013,0.7825999999999999,0.012781010485863708,-0.03251000000000002,0.9304536777507944,0.20085065118444953,0.1056139026773502,0.9940568131447077
LGALS4,-0.040950000000000014,0.4346378623555922,-0.034140000000000024,0.7053010929849095,0.006809999999999988,0.9468284365879638,0.6861719718434872,0.8548575128670232,0.9940568131447077
LGALS9,0.08897999999999999,0.1007499588950074,0.06915999999999999,0.20350880559684179,-0.019819999999999994,0.7784921231971779,0.3482392696865079,0.46566111436411306,0.9839089183419631
LGMN,0.22047000000000003,0.011044310808847992,0.22338999999999998,0.01768348420769626,0.0029199999999999894,0.9730595994270292,0.1607836095052678,0.11780969751068392,0.994306177352909
LHPP,-0.05739999999999999,0.8425389481474383,0.32752,0.045916598873120856,0.38492,0.22902664443179024,0.9293818768674352,0.18867547900591478,0.9471774407456163
LIFR,-0.08745,0.28245384295447795,-0.03468749999999998,0.7833916060456965,-0.026214285714285714,0.8075275600928589,0.5711282798350008,0.9012005861394168,0.9873141787568953
LILRB4,-0.09182999999999998,0.31843768389761146,0.32754444444444447,0.08763472508269321,0.4402111111111111,0.010513009990418255,0.6043733302914616,0.27943683463631513,0.7865420294170457
LRRN1,-0.07373,0.3342402954527102,0.19523333333333331,0.0037950424568529498,0.29655555555555557,0.0039204325618805635,0.617997475166811,0.08926735096139099,0.7204244661560001
LSP1,-0.07592499999999999,0.7475847686125343,-0.08733750000000001,0.7773272760368923,-0.03495714285714291,0.9473046224930248,0.8937681928979407,0.8977392084166032,0.9940568131447077
LTA,0.090475,0.22007545741151688,0.0995625,0.38787657381614377,-0.07385714285714284,0.5279401558537147,0.5005027952366513,0.6555250918880599,0.9519862693342023
LTBR,0.038189999999999995,0.47751675204517763,0.002910000000000007,0.9523027020890722,-0.03527999999999999,0.5277488506919616,0.719458573081401,0.9793018336498753,0.9519862693342023
LTO1,-0.5115799999999999,0.013829031607729664,0.0698111111111111,0.7920375880895788,0.6123888888888889,0.11154273787589272,0.17686374724798767,0.9054499742440398,0.9471774407456163
LY6D,0.20232,0.006284931255295995,0.03926,0.7605778613527884,-0.16306,0.12367049471116637,0.14708569444786923,0.8894141355095471,0.9471774407456163
LY75,-0.03918750000000003,0.6606215128593484,-0.05548749999999998,0.7155636424226781,-0.04552857142857135,0.7858101000844131,0.8527706523641325,0.8630238019038704,0.9839089183419631
LY9,0.003800000000000006,0.9151927925468912,0.011100000000000002,0.816279522990912,0.007299999999999996,0.883767669015035,0.9622827519629884,0.9188617772211874,0.9939549333965099
MANF,1.31913,0.021391050040099505,1.7705899999999999,0.0032238131913357314,0.45146,0.4622612775536308,0.20240610399962805,0.08757502181897904,0.9471774407456163
MAP2K6,1.233275,0.022678892447340542,1.7134999999999998,0.009359124267922281,0.5330857142857146,0.4249846052649078,0.20252457753886477,0.09968436135564301,0.9471774407456163
MAPK9,-0.09287499999999999,0.6188445399769624,0.3437125,0.2069086894446287,0.6656714285714286,0.06590580728824154,0.8286988415917573,0.4672542118280701,0.9151422335713614
MATN2,0.32145,0.00011041882792305833,0.409,0.00047022632579702864,0.08754999999999999,0.2459780545403151,0.022989580132030736,0.040633086623284416,0.9471774407456163
MEGF10,0.10206,0.07615154056022856,0.04708,0.2975131009692743,-0.054979999999999994,0.32852185675224255,0.30778627833340055,0.5713029350638744,0.9471774407456163
MEPE,0.05474,0.23761131854724574,0.014629999999999999,0.7477809550124079,-0.04011,0.4526043591136981,0.5248887623246676,0.8802001398549377,0.9471774407456163
MERTK,0.01358,0.8243331213779339,-0.056910000000000016,0.47821744094243024,-0.07049000000000002,0.5292410184851524,0.9258422409472198,0.7276037501236976,0.9519862693342023
METAP1D,0.7146625,0.011616757779174577,1.0739875,0.037755123039271254,0.3686857142857143,0.5401721759264249,0.16229553232399993,0.16915077394888337,0.9519862693342023
MGLL,0.8390099999999998,0.013759527881641828,1.2443000000000004,0.009674977362790386,0.40529000000000026,0.40309688392271825,0.17686374724798767,0.10042271686228481,0.9471774407456163
MGMT,1.3209874999999998,0.016960785266041202,2.045375,0.0062880752914582045,0.7760714285714287,0.3503219429157334,0.18792396730917132,0.0949550061731043,0.9471774407456163
MICB_MICA,-0.15640000000000004,0.27289789882521487,-0.03478750000000001,0.8246723292607028,0.13762857142857146,0.5818828353563258,0.5630435581098886,0.9223019807262827,0.958195752801111
MILR1,0.07665,0.48521653494004247,0.19955555555555554,0.05061205894484181,0.11153333333333329,0.23984731584382482,0.7278712198991995,0.198788500348223,0.9471774407456163
MLN,-0.3437875,0.08647189883235062,-0.5438875,0.05073023547278443,-0.19681428571428566,0.44723567779345696,0.3230514571943115,0.198788500348223,0.9471774407456163
MMP1,0.09707999999999999,0.576535577760807,0.056910000000000016,0.8503281653603861,-0.04016999999999996,0.8976498943179184,0.7993683470794011,0.9334539849563392,0.9939549333965099
MMP10,0.13974,0.03923151625882504,0.14756999999999995,0.047098599839106976,0.007829999999999981,0.9014408013382521,0.24454706870110524,0.19086301562385696,0.9939549333965099
MPIG6B,0.8502600000000001,0.010940482294634513,0.9520099999999999,0.017546872506551445,0.10174999999999987,0.8050289999389093,0.1607836095052678,0.1171652532369276,0.986281592770344
MVK,0.13723000000000002,0.4293962511861652,0.46499999999999997,0.0858985149623135,0.2756777777777777,0.37321823927475906,0.6857963720367232,0.2771809426249949,0.9471774407456163
MYO9B,0.5050699999999999,0.09229432925514894,0.9700111111111112,0.001888162996737344,0.4670222222222222,0.20676055301633406,0.3316495208313247,0.07198964174581236,0.9471774407456163
MZB1,0.18856,0.014051953176372424,0.23366000000000006,0.0799035478033647,0.04510000000000005,0.754720343283263,0.17795102772492322,0.26458453851402663,0.9807934968107775
NBN,0.007389999999999996,0.9618893317468946,0.11052222222222222,0.5248199993783352,0.13941111111111112,0.6097835843697993,0.9841356341591891,0.7640838246647914,0.9619401148472417
NCF2,0.03236249999999996,0.8233218773108602,-0.018024999999999958,0.9729179343324967,-0.1970999999999999,0.7340956918737938,0.9258422409472198,0.9877794065405268,0.9789483843667411
NCK2,0.37248000000000003,0.03262204706910588,0.63267,0.003951771775259695,0.26019,0.30148156410907617,0.22551429244478374,0.08928843696673039,0.9471774407456163
NCLN,-0.21151,0.26119263252110003,0.18251111111111112,0.23271648250322835,0.49039999999999995,0.08150060605446202,0.5511945610863699,0.4971029451831099,0.9151422335713614
NCR1,-0.18922500000000003,0.03286303241715898,-0.069625,0.5691224932751333,0.07870000000000002,0.452278397737505,0.22664692310237813,0.7898355622306763,0.9471774407456163
NELL2,0.10871,0.12838369513731965,0.006410000000000001,0.8524189311130497,-0.10230000000000002,0.22754581093996495,0.3938699590214023,0.9346701611182487,0.9471774407456163
NFASC,-0.045279999999999994,0.3632779849184079,-0.007190000000000018,0.915453219123334,0.03808999999999999,0.7083788934811384,0.640590207650842,0.966357199928614,0.9725313967512078
NFATC1,0.5300374999999999,0.09145851326830794,1.1778250000000001,0.0019502718030520215,0.704857142857143,0.18354534983803988,0.33104379552189445,0.07198964174581236,0.9471774407456163
NFATC3,-0.09884000000000001,0.357813435514705,0.2974222222222222,0.08833229172002179,0.36879999999999996,0.11141856198145351,0.6351999235904552,0.28049329032635595,0.9471774407456163
NME3,0.10190999999999999,0.03442452333111571,0.07060999999999999,0.21990740950414175,-0.031299999999999994,0.6251708198755808,0.23197075584132557,0.4817956518442718,0.9619401148472417
NPPC,-0.11606250000000001,0.17106417747672362,-0.18093749999999997,0.2074150797863012,-0.12922857142857141,0.24098204176932714,0.4447668614394814,0.4676788214981987,0.9471774407456163
NRTN,0.13871000000000003,0.6652634901289984,-0.4411444444444445,0.14561412743248148,-0.35594444444444445,0.29794845920851354,0.8534118446762307,0.3841636099062122,0.9471774407456163
NT5C3A,0.9801000000000001,0.022220112486209673,1.6059875000000001,0.016346036139475002,0.7924999999999999,0.2967267254479985,0.20252457753886477,0.11489151717171664,0.9471774407456163
NTF3,0.1235125,0.04315885097268428,0.5877749999999999,0.0005175850198386601,0.4695,0.011284254958216413,0.24766451270971665,0.04218554874430638,0.7865420294170457
NUB1,0.4079,0.2686815015149124,1.0017875,0.010457307830189605,0.6889857142857142,0.25858071356464685,0.557082746260277,0.10042271686228481,0.9471774407456163
NUDC,0.5024000000000001,0.03546559235604287,0.8989100000000001,0.02198286116849441,0.39651000000000003,0.3189625272616821,0.23362760166379812,0.12917053896370354,0.9471774407456163
OMD,0.08916000000000003,0.05767462748193129,0.08330000000000001,0.08013313084524892,-0.005860000000000009,0.889782569930117,0.2740939770659072,0.26482692736033897,0.9939549333965099
OSCAR,0.06656999999999999,0.3068428143746354,0.03909999999999999,0.6208571909381189,-0.027470000000000005,0.6904483233592994,0.5923154984445984,0.8159957791399581,0.9632180313530967
OSM,0.11906249999999996,0.6817323960111296,-0.5797375,0.3801739053997238,-0.5957285714285714,0.48146483892742997,0.8640766952030624,0.6505247140736101,0.9471774407456163
PADI2,0.17523000000000002,0.569211211008045,0.13982222222222218,0.5647924084098532,-0.1712,0.6089229932144994,0.7924826018280079,0.78890334830139,0.9619401148472417
PAPPA,0.14942000000000003,0.5365430682093535,0.4761444444444445,0.22903311693260528,0.36345555555555553,0.3862654898065484,0.7689578216580881,0.4926056351010208,0.9471774407456163
PARP1,-0.1710375,0.33193927188808453,0.09879999999999997,0.5423001472664075,0.35014285714285714,0.10635488346303211,0.6160814582788928,0.7750655887238835,0.9471774407456163
PCDH1,-0.005540000000000001,0.7242391969473243,0.01503000000000001,0.7797656585255759,0.020570000000000005,0.6884003513897818,0.886606840838113,0.8987648115920525,0.9626164392654134
PDGFB,0.73868,0.055540151759524585,0.5963099999999999,0.19492962143414364,-0.14237000000000005,0.7413704081308591,0.27105808283967314,0.4552489886911876,0.9800993461384845
PDLIM7,1.34055,0.0085545368010977,1.79239,0.005895255689954342,0.45183999999999996,0.4633406325543703,0.158084765867325,0.0949550061731043,0.9471774407456163
PGF,0.11764999999999999,0.039824401312630035,0.09734000000000001,0.2616833874498939,-0.02031,0.7950118837817524,0.2450616551807745,0.5296908418865237,0.985768737086236
PIK3AP1,-0.38285,0.3812435147593234,0.19904999999999998,0.5566499211375266,0.7424142857142856,0.2454189583376785,0.6528565515007577,0.7826765422633453,0.9471774407456163
PKLR,-0.70667,0.07433025560131981,-0.21084,0.299210673779082,0.49583000000000005,0.17583985275378902,0.3041153980954954,0.5729407736044999,0.9471774407456163
PLA2G4A,0.46617999999999993,0.019745593575119676,0.86542,0.008653976930851225,0.39924,0.28817365818209106,0.19692773510354647,0.09968436135564301,0.9471774407456163
PLAUR,0.08571,0.06729936122480652,-0.021920000000000002,0.891818426673066,-0.10763,0.5444460519675824,0.2920613342370481,0.9548697294334796,0.9519862693342023
PLXNA4,1.0764375000000002,0.006611313029378481,1.0768624999999998,0.011636780027513647,0.04211428571428561,0.9303029219912373,0.15175029437745294,0.10380919666273121,0.9940568131447077
PNLIPRP2,-0.09973999999999995,0.34112838748498625,-0.04182999999999999,0.6937922878662579,0.057909999999999996,0.6483350877055676,0.6228932271167741,0.8503803678560975,0.9619401148472417
PNPT1,0.04219999999999998,0.8085229026199051,0.21483333333333338,0.199979067346304,0.1898777777777778,0.4259957784928543,0.9189964919173103,0.4604533697989351,0.9471774407456163
PON3,0.004990000000000011,0.8434135648929701,0.07964,0.022232185683725612,0.07465,0.06154341092209289,0.9293818768674352,0.12917053896370354,0.9131181923353178
PPP1R9B,0.5701599999999999,0.04590520086513626,1.01526,0.02973335427195168,0.44510000000000016,0.3802709598569969,0.25123981953796715,0.1493275125658018,0.9471774407456163
PRDX3,0.16465000000000002,0.3430060293205482,0.7822333333333333,0.013028694027392275,0.6263555555555556,0.018313436742442575,0.6247929926113861,0.10632861959021807,0.8143181893514128
PRDX5,0.58181,0.05832513287678491,0.9802099999999999,0.008037512021289397,0.3984000000000001,0.3586790915976493,0.275079202439685,0.09890940054971775,0.9471774407456163
PREB,-0.18981,0.192266445178477,0.0770222222222222,0.676818468068566,0.34098888888888884,0.17187070017591116,0.46868806308112326,0.8448002584323063,0.9471774407456163
PRELP,0.02753,0.7281491973587795,0.06618000000000002,0.23144042870340378,0.038650000000000004,0.5665753059625802,0.8882760281987466,0.496504418407068,0.9519862693342023
PRKAB1,0.17007999999999995,0.48471249242778514,0.31064444444444445,0.08723730272954955,0.11282222222222223,0.7610378804018223,0.7278712198991995,0.2785904298037137,0.9807934968107775
PRKCQ,-0.02152000000000003,0.9176172605354201,0.1422,0.31016456623536964,0.2033555555555556,0.31992000801417464,0.9635309190325463,0.5820150324454123,0.9471774407456163
PROK1,0.301125,0.00924505735054026,0.33953750000000005,0.010600119478047643,0.07891428571428576,0.5381894118209489,0.16058218162856128,0.10042271686228481,0.9519862693342023
PRSS8,0.16772000000000004,0.003577623457899153,0.10332999999999999,0.01644726985890152,-0.06439000000000003,0.3285079471935071,0.12671339278738336,0.1153271571490517,0.9471774407456163
PSIP1,0.312425,0.026496849545290652,0.22415000000000002,0.3408533860056103,-0.20048571428571432,0.4565443831166718,0.21482755378190904,0.6168935922582334,0.9471774407456163
PSMG3,-0.15078749999999996,0.728499828774979,0.13252500000000006,0.35821651020682266,0.4641428571428571,0.34906910958764026,0.8882760281987466,0.6319108833347495,0.9471774407456163
PSPN,0.15932500000000005,0.04475237960238818,0.11738750000000003,0.19969118037778388,-0.061257142857142885,0.59669780918792,0.24788089811044448,0.46015112780386586,0.9619401148472417
PTH1R,0.010150000000000013,0.9154804057919944,0.09086250000000001,0.4168740994579059,0.019200000000000012,0.7550996931074311,0.9622827519629884,0.6813163011170328,0.9807934968107775
PTPN6,0.8625299999999999,0.02190018094373216,1.14758,0.016891810038919194,0.2850499999999999,0.604233893301328,0.20240610399962805,0.11650559759010226,0.9619401148472417
PTPRM,-0.04433749999999999,0.37066164699999815,-0.09983750000000001,0.33967912443868764,-0.12385714285714287,0.30760457551942144,0.6451445017097125,0.6159077670048174,0.9471774407456163
PTX3,0.22984999999999997,0.020208804929128996,-0.049037500000000026,0.8607472908029384,-0.051171428571428555,0.8030654655320817,0.19946561812565053,0.9380102152741221,0.9858710632851442
RAB37,0.06993999999999997,0.6311117455496096,0.6327222222222222,0.004843441576748652,0.5657333333333334,0.06990747007853117,0.8357755500914502,0.0942386182283943,0.9151422335713614
RAB6A,0.08234999999999995,0.773797856223376,0.13348749999999995,0.7041504479863905,0.013242857142857112,0.9834728003756757,0.9050755458241294,0.8545204527815015,0.9952946896706719
RABGAP1L,-0.21731000000000003,0.36780044026593395,0.20896666666666666,0.25181868966453425,0.5187666666666667,0.046339638734395235,0.6423376268951497,0.5188242007253868,0.9064257716854434
REG4,0.14139000000000002,0.09561088769954006,0.07767999999999999,0.20526414455842376,-0.06371000000000002,0.3368489443674159,0.3368162926393869,0.46592392007129474,0.9471774407456163
RGS8,-0.08238000000000002,0.665765809393438,-0.006733333333333332,0.9455912969760187,0.02190000000000003,0.9303343316292944,0.8534118446762307,0.9761842656482994,0.9940568131447077
ROBO1,0.10518000000000001,0.05082508822780743,0.09983000000000002,0.044314381354490014,-0.0053499999999999884,0.9115606048505698,0.2606827379882807,0.1846746842829669,0.9940568131447077
SAMD9L,0.6325375,0.05367734627926894,0.8569000000000001,0.028138468629859623,0.25017142857142866,0.5888751202150528,0.26733482202489073,0.14507687487320317,0.9619401148472417
SCG3,-0.01923999999999999,0.8098867115095352,-0.13665,0.002901300384016567,-0.11741000000000001,0.1664673681584994,0.9189964919173103,0.0840959868845864,0.9471774407456163
SCGB1A1,0.11118999999999998,0.022564481987825753,0.14755,0.12037002186598143,0.036360000000000024,0.6969774303703029,0.20252457753886477,0.34102904941393775,0.9661259215633524
SCGB3A2,0.15626999999999996,0.000596939796634518,0.15852,0.007558046012784348,0.0022499999999999964,0.9727502054504031,0.04871692006978372,0.09851817447883943,0.994306177352909
SCGN,0.028459999999999985,0.8107688587643527,0.2012444444444444,0.1882707824959401,0.15076666666666666,0.4089526814990978,0.9189964919173103,0.4458607851829612,0.9471774407456163
SCRN1,-0.09710000000000002,0.6887480818444,0.19646249999999996,0.5766280166271209,0.4955428571428572,0.30651488604072064,0.8704422443970983,0.7928828940840469,0.9471774407456163
SELPLG,-0.08358750000000001,0.06398301110912663,-0.09144999999999998,0.4735037648034136,-0.05068571428571426,0.737214615966819,0.2858293238383517,0.7249284409133891,0.9791756517678635
SERPINB8,-0.17297,0.008216263828055782,-0.18533999999999998,0.21653492041046873,-0.01236999999999996,0.9274905216648116,0.158084765867325,0.4791943247648916,0.9940568131447077
SH2D1A,0.15416249999999998,0.09532682614893369,0.23023749999999998,0.07746510930328772,0.03481428571428573,0.7594541655937987,0.3368162926393869,0.25916259798484664,0.9807934968107775
SHMT1,0.5940900000000001,0.04921120517739854,0.89696,0.009339361725207477,0.30287,0.443440218227788,0.2581595471999858,0.09968436135564301,0.9471774407456163
SIGLEC1,0.0009000000000000119,0.9867681384426421,0.03967,0.5623572034554636,0.038769999999999985,0.6813944098809848,0.9942128912018116,0.7863900351033565,0.9619401148472417
SIGLEC10,-0.011574999999999998,0.8348410576598506,-0.040975,0.4834879902207242,-0.05984285714285713,0.45906102054601017,0.9279535625292399,0.7301359216309857,0.9471774407456163
SIRPB1,0.13204,0.021477617660381098,-0.01351,0.8531057021422815,-0.14555,0.12705022443971536,0.20240610399962805,0.9346701611182487,0.9471774407456163
SIT1,-0.13178000000000004,0.372104584102555,0.06176666666666667,0.762537816241761,0.25622222222222224,0.4253498813597043,0.6457432180114038,0.8894677399596037,0.9471774407456163
SKAP2,1.0774400000000002,0.010686102195797336,1.36551,0.0032090308782455816,0.2880699999999998,0.5283631968535629,0.1607836095052678,0.08757502181897904,0.9519862693342023
SLAMF1,-0.6211899999999999,0.4171069637159732,0.6607444444444445,0.3559091449646259,1.2542111111111112,0.33111471176665547,0.6809058977962943,0.6310648883505595,0.9471774407456163
